"","Gene.symbol","ID.PS","adj.P.Val.PS","P.Value.PS","t.PS","B.PS","logFC.PS","Gene.title.PS","ID.AD","adj.P.Val.AD","P.Value.AD","t.AD","B.AD","logFC.AD","Gene.title.AD","ID.HS","adj.P.Val.HS","P.Value.HS","t.HS","B.HS","logFC.HS","Gene.title.HS"
"345","LOC101927402","238559_at",3.57e-30,5.36e-32,14.7,62.0701718,1.4,"uncharacterized LOC101927402","238559_at",0.193,0.00113271,3.71,-2.30844,1.17,"uncharacterized LOC101927402","238559_at",0.000749,0.00018,4.3742171,0.285147,0.7937017,"uncharacterized LOC101927402"
"346","LOC101928195","225520_at",1e-11,1.22e-12,7.68,17.8275424,1.18,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like pseudogene///monofunctional C1-tetrahydrofolate synthase, mitochondrial-like///methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like","225520_at",0.461,0.03811367,2.2,-5.65286,0.595,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like pseudogene///monofunctional C1-tetrahydrofolate synthase, mitochondrial-like///methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like","231094_s_at",1.34e-06,9.03e-08,7.3560855,7.841349,1.22432079,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like pseudogene///monofunctional C1-tetrahydrofolate synthase, mitochondrial-like///methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like"
"347","LOC101928589","223201_s_at",1.04e-09,1.61e-10,-6.81,13.0247804,-0.59,"uncharacterized LOC101928589///transmembrane protein 164","223202_s_at",0.255,0.00511154,-3.09,-3.77234,-0.788,"uncharacterized LOC101928589///transmembrane protein 164","223201_s_at",9.82e-05,1.65e-05,-5.2871147,2.646377,-0.65034275,"uncharacterized LOC101928589///transmembrane protein 164"
"348","LOC101930114","237154_at",1.32e-06,2.93e-07,-5.34,5.6871613,-1.01,"uncharacterized LOC101930114","237154_at",0.242,0.00378749,-3.21,-3.48376,-1.96,"uncharacterized LOC101930114","237154_at",0.00326,0.00102,3.7057765,-1.406431,1.00771076,"uncharacterized LOC101930114"
"349","LOC101930349","225817_at",6.59e-23,2.29e-24,-12,44.5921368,-1.67,"uncharacterized LOC101930349///uncharacterized LOC101930344///cingulin like 1","225817_at",0.373,0.0199675,-2.5,-5.06043,-0.96,"uncharacterized LOC101930349///uncharacterized LOC101930344///cingulin like 1","225817_at",1.23e-05,1.38e-06,-6.2517202,5.117364,-1.17317626,"uncharacterized LOC101930349///uncharacterized LOC101930344///cingulin like 1"
"350","LOC101930400","211653_x_at",4.11e-10,6.06e-11,-6.99,13.9826992,-0.595,"aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2","209699_x_at",0.377,0.02050527,-2.49,-5.08507,-0.72,"aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2","1555854_at",0.000742,0.000178,-4.3785765,0.296348,-1.21406422,"aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2///aldo-keto reductase family 1 member C1"
"351","LOC101930404","213447_at",1.47e-07,2.91e-08,-5.82,7.935757,-0.599,"uncharacterized LOC101930404///small nucleolar RNA, C/D box 116-28///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 116-22///small nucleolar RNA, C/D box 116-4///Prader Willi/Angelman region RNA, SNRPN neighbor///small nucleolar RNA, C/D box 107///small nuclear ribonucleoprotein polypeptide N///imprinted in Prader-Willi syndrome (non-protein coding)","221974_at",0.437,0.03166243,-2.29,-5.48452,-0.651,"uncharacterized LOC101930404///small nucleolar RNA, C/D box 116-28///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 116-22///small nucleolar RNA, C/D box 116-4///Prader Willi/Angelman region RNA, SNRPN neighbor///small nucleolar RNA, C/D box 107///small nuclear ribonucleoprotein polypeptide N///imprinted in Prader-Willi syndrome (non-protein coding)","228370_at",1.17e-05,1.29e-06,-6.279832,5.188324,-0.72619465,"uncharacterized LOC101930404///small nucleolar RNA, C/D box 116-28///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 116-22///small nucleolar RNA, C/D box 116-4///Prader Willi/Angelman region RNA, SNRPN neighbor///small nucleolar RNA, C/D box 107///imprinted in Prader-Willi syndrome (non-protein coding)"
"352","LOC101930416","212390_at",4.85e-12,5.71e-13,-7.81,18.5784663,-0.874,"myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein","213388_at",0.26,0.0058771,-3.03,-3.90615,-0.696,"myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein","214099_s_at",5.52e-05,8.3e-06,5.5516546,3.329621,0.8774899,"myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein"
"353","LOC102725383","232047_at",6.63e-07,1.41e-07,-5.5,6.3937192,-0.869,"uncharacterized LOC102725383","232047_at",0.483,0.04314733,-2.14,-5.76464,-0.804,"uncharacterized LOC102725383","232047_at",2.48e-06,1.96e-07,-7.0369135,7.068519,-1.30959396,"uncharacterized LOC102725383"
"354","LOC145783","229013_at",0.000561,0.000175,-3.84,-0.4548309,-0.729,"uncharacterized LOC145783///zinc finger protein 280D","229013_at",0.398,0.0238924,-2.42,-5.22638,-0.645,"uncharacterized LOC145783///zinc finger protein 280D","1568951_at",1.74e-05,2.09e-06,6.0883711,4.703622,0.80044032,"uncharacterized LOC145783///zinc finger protein 280D"
"355","LOC286272","232182_at",1.5e-12,1.67e-13,-8.02,19.7935584,-1.01,"uncharacterized LOC286272","232182_at",0.5,0.04809115,-2.09,-5.86182,-0.783,"uncharacterized LOC286272","238536_at",0.00566,0.00195,-3.4503612,-2.03261,-0.71899536,"uncharacterized LOC286272"
"356","LOC730102","241607_at",3.75e-19,2e-20,-10.6,35.5770172,-1.39,"quinone oxidoreductase-like protein 2 pseudogene","241607_at",0.356,0.01701935,-2.57,-4.91184,-0.754,"quinone oxidoreductase-like protein 2 pseudogene","241607_at",4.56e-06,4.14e-07,-6.7327063,6.320568,-0.82233958,"quinone oxidoreductase-like protein 2 pseudogene"
"357","LONRF2","225996_at",4.95e-19,2.69e-20,-10.5,35.2816753,-1.61,"LON peptidase N-terminal domain and ring finger 2","225996_at",0.481,0.04270983,-2.14,-5.75548,-1.22,"LON peptidase N-terminal domain and ring finger 2","235977_at",0.00174,0.000489,-3.9914755,-0.690914,-1.10554782,"LON peptidase N-terminal domain and ring finger 2"
"358","LRP8","205282_at",2.01e-47,4.12e-50,21.5,103.5542913,3.58,"LDL receptor related protein 8","205282_at",0.429,0.03002957,2.31,-5.4362,0.823,"LDL receptor related protein 8","205282_at",0.000351,7.42e-05,4.7129928,1.159083,0.77016619,"LDL receptor related protein 8"
"359","LRRC37A3","229962_at",6.03e-09,1.01e-09,-6.47,11.2186236,-0.905,"leucine rich repeat containing 37 member A3","206088_at",0.406,0.02565752,2.38,-5.292,1.43,"leucine rich repeat containing 37 member A3","206088_at",1.87e-05,2.28e-06,-6.0546418,4.617901,-1.60185996,"leucine rich repeat containing 37 member A3"
"360","LRRFIP1","215375_x_at",1.24e-08,2.15e-09,-6.33,10.4790211,-0.744,"LRR binding FLII interacting protein 1","215375_x_at",0.402,0.02483214,2.4,-5.26192,0.611,"LRR binding FLII interacting protein 1","238534_at",0.00671,0.00238,-3.3720634,-2.221446,-0.60555833,"LRR binding FLII interacting protein 1"
"361","LSS","211018_at",1.94e-12,2.18e-13,-7.98,19.5288337,-1.36,"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)","211018_at",0.384,0.02147047,-2.46,-5.12767,-0.669,"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)","211018_at",2.47e-06,1.95e-07,-7.0388212,7.073175,-0.88232134,"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)"
"362","LTB4R","216388_s_at",6.01e-21,2.62e-22,11.3,39.8815485,1.56,"leukotriene B4 receptor","236172_at",0.202,0.00151427,3.59,-2.59284,0.787,"leukotriene B4 receptor","210128_s_at",0.0294,0.0135,-2.6537421,-3.861663,-0.64939727,"leukotriene B4 receptor"
"363","LY6D","206276_at",6.65e-17,4.59e-18,9.74,30.1850387,0.731,"lymphocyte antigen 6 complex, locus D","206276_at",0.448,0.03512676,2.24,-5.57895,1.03,"lymphocyte antigen 6 complex, locus D","206276_at",0.00358,0.00114,-3.6625954,-1.513292,-0.76955549,"lymphocyte antigen 6 complex, locus D"
"364","LYN","202626_s_at",6.03e-38,3.9e-40,17.6,80.715084,2.51,"LYN proto-oncogene, Src family tyrosine kinase","202626_s_at",0.195,0.00122424,3.68,-2.38466,1.11,"LYN proto-oncogene, Src family tyrosine kinase","202626_s_at",2.73e-08,5.94e-10,9.5826742,12.857951,1.65800618,"LYN proto-oncogene, Src family tyrosine kinase"
"365","LYRM9","213195_at",1.79e-27,3.75e-29,-13.7,55.5512302,-1.12,"LYR motif containing 9","213195_at",0.385,0.02184433,-2.46,-5.14364,-0.619,"LYR motif containing 9","1560703_at",0.000544,0.000123,-4.5189301,0.657679,-0.94824848,"LYR motif containing 9"
"366","LYZ","1555745_a_at",7.15e-08,1.36e-08,5.97,8.6754705,2.07,"lysozyme","213975_s_at",0.367,0.01879162,2.52,-5.00407,1.29,"lysozyme","1555745_a_at",5.7e-06,5.4e-07,6.6255449,6.054594,2.35344604,"lysozyme"
"367","MACF1","232168_x_at",9.97e-14,9.76e-15,-8.5,22.5971421,-1.24,"microtubule-actin crosslinking factor 1","1553407_at",0.25,0.00458216,3.14,-3.66728,0.702,"microtubule-actin crosslinking factor 1","214894_x_at",3.44e-06,2.94e-07,-6.8715378,6.66324,-0.69117489,"microtubule-actin crosslinking factor 1"
"368","MACROD2","1563209_a_at",1.83e-06,4.12e-07,-5.27,5.3553141,-0.6,"MACRO domain containing 2","235278_at",0.294,0.00976789,-2.81,-4.38995,-1.02,"MACRO domain containing 2","1553564_at",1.63e-05,1.93e-06,-6.1188306,4.780951,-0.97251637,"MACRO domain containing 2"
"369","MAF","1566323_at",0.000379,0.000115,-3.95,-0.0594033,-0.677,"MAF bZIP transcription factor","206363_at",0.395,0.02355949,2.42,-5.21344,0.762,"MAF bZIP transcription factor","1566324_a_at",8.94e-05,1.48e-05,-5.3294635,2.755932,-1.14490098,"MAF bZIP transcription factor"
"370","MAOA","204388_s_at",3.8e-08,7e-09,6.1,9.3264798,0.989,"monoamine oxidase A","204389_at",0.27,0.00704504,-2.95,-4.07937,-0.827,"monoamine oxidase A","204389_at",0.00296,0.000912,-3.7497124,-1.297326,-0.67259012,"monoamine oxidase A"
"371","MAP4K1","214219_x_at",1.02e-10,1.4e-11,7.25,15.4249222,1.18,"mitogen-activated protein kinase kinase kinase kinase 1","214339_s_at",0.27,0.00704641,2.95,-4.07956,0.898,"mitogen-activated protein kinase kinase kinase kinase 1","206296_x_at",1.86e-06,1.37e-07,7.1848532,7.428295,1.37155815,"mitogen-activated protein kinase kinase kinase kinase 1"
"372","MAPK6","207121_s_at",1.1e-33,1.11e-35,16,70.5096628,0.776,"mitogen-activated protein kinase 6","207121_s_at",0.367,0.01876329,2.53,-5.00267,0.649,"mitogen-activated protein kinase 6","243831_at",0.000548,0.000125,-4.5148134,0.647063,-0.63557224,"mitogen-activated protein kinase 6"
"373","MAPT","203929_s_at",1.19e-21,4.8e-23,-11.5,41.5692847,-1.73,"microtubule associated protein tau","203929_s_at",0.427,0.02955182,-2.32,-5.42154,-0.619,"microtubule associated protein tau","203928_x_at",2.07e-05,2.59e-06,-6.0047537,4.490941,-0.92208825,"microtubule associated protein tau"
"374","MCM10","223570_at",1.84e-28,3.43e-30,14.1,57.9322677,1.8,"minichromosome maintenance 10 replication initiation factor","220651_s_at",0.242,0.00382204,3.21,-3.49252,1.51,"minichromosome maintenance 10 replication initiation factor","223570_at",0.00217,0.000633,3.8916544,-0.942449,0.59615556,"minichromosome maintenance 10 replication initiation factor"
"375","MCOLN2","230110_at",1.69e-09,2.67e-10,6.72,12.5253287,1.57,"mucolipin 2","230110_at",0.445,0.03411044,2.25,-5.55229,0.663,"mucolipin 2","1555465_at",0.0011,0.000284,4.2001173,-0.160803,0.81167392,"mucolipin 2"
"376","MERTK","206028_s_at",2.34e-16,1.71e-17,-9.53,28.8808632,-1.23,"MER proto-oncogene, tyrosine kinase","206028_s_at",0.255,0.00521291,-3.08,-3.79119,-1.41,"MER proto-oncogene, tyrosine kinase","206028_s_at",9.67e-05,1.62e-05,5.2939824,2.664148,1.02841691,"MER proto-oncogene, tyrosine kinase"
"377","MEST","202016_at",3.37e-07,6.94e-08,-5.64,7.0866128,-1.16,"mesoderm specific transcript","202016_at",0.496,0.04667662,-2.1,-5.83513,-0.952,"mesoderm specific transcript","202016_at",0.0408,0.0199,2.4843582,-4.217883,0.75188182,"mesoderm specific transcript"
"378","MFAP3L","210843_s_at",9.7e-06,2.39e-06,4.89,3.6556185,1.07,"microfibrillar associated protein 3 like","205442_at",0.343,0.01543903,-2.61,-4.82084,-0.591,"microfibrillar associated protein 3 like","210493_s_at",0.000155,2.83e-05,-5.080677,2.111716,-0.86612083,"microfibrillar associated protein 3 like"
"379","MFSD4A","229254_at",6.09e-27,1.38e-28,-13.5,54.2541682,-2.11,"major facilitator superfamily domain containing 4A","229254_at",0.504,0.0492756,-2.07,-5.88353,-1.03,"major facilitator superfamily domain containing 4A","238862_at",2.91e-05,3.89e-06,-5.8453029,4.08385,-0.86756888,"major facilitator superfamily domain containing 4A"
"380","MGC57346","1568987_at",2.79e-08,5.07e-09,6.16,9.6404832,0.936,"ADP-ribosylation factor pseudogene///CRHR1 intronic transcript 1","1559171_at",0.333,0.01429798,2.65,-4.74895,1.18,"ADP-ribosylation factor pseudogene","1568987_at",0.0105,0.004,-3.1621313,-2.71928,-0.60346396,"ADP-ribosylation factor pseudogene///CRHR1 intronic transcript 1"
"381","MIAT","227168_at",2.58e-19,1.35e-20,10.7,35.9653001,2.06,"myocardial infarction associated transcript (non-protein coding)","228658_at",0.242,0.0038521,3.21,-3.50008,1.36,"myocardial infarction associated transcript (non-protein coding)","227168_at",1.94e-06,1.43e-07,7.1644557,7.378849,1.75448884,"myocardial infarction associated transcript (non-protein coding)"
"382","MICB","206247_at",8.36e-07,1.81e-07,5.44,6.1562985,1.07,"MHC class I polypeptide-related sequence B","206247_at",0.318,0.0123165,2.71,-4.60882,0.908,"MHC class I polypeptide-related sequence B","206247_at",1.37e-07,4.93e-09,8.6093404,10.747712,1.90872079,"MHC class I polypeptide-related sequence B"
"383","MINCR","235428_at",2.88e-08,5.24e-09,-6.16,9.6090811,-1.28,"MYC-induced long noncoding RNA","235428_at",0.41,0.02660724,-2.37,-5.32539,-0.71,"MYC-induced long noncoding RNA","235428_at",0.00012,2.1e-05,-5.1959597,2.410395,-1.07884659,"MYC-induced long noncoding RNA"
"384","MIR155","229437_at",1.13e-30,1.59e-32,14.9,63.2807855,3.1,"microRNA 155///MIR155 host gene","229437_at",0.446,0.03453801,2.24,-5.5636,1.19,"microRNA 155///MIR155 host gene","229437_at",6.23e-11,7.58e-14,14.4868198,21.69429,2.57857613,"microRNA 155///MIR155 host gene"
"385","MIR21","224917_at",1.38e-39,7.09e-42,18.3,84.7025546,2.17,"microRNA 21///vacuole membrane protein 1","224917_at",0.196,0.00133588,3.64,-2.47017,1.54,"microRNA 21///vacuole membrane protein 1","224917_at",1.54e-06,1.08e-07,7.2831614,7.665886,1.54998575,"microRNA 21///vacuole membrane protein 1"
"386","MIR4454","237974_at",6.47e-06,1.56e-06,-4.98,4.0677206,-1.42,"microRNA 4454///abhydrolase domain containing 12B","237974_at",0.302,0.01053981,-2.78,-4.46189,-1.44,"microRNA 4454///abhydrolase domain containing 12B","231381_at",0.00263,0.000793,-3.8038848,-1.162303,-0.93629861,"microRNA 4454///embryonic stem cell related (non-protein coding)"
"387","MIR4680","212594_at",8.18e-20,4.07e-21,-10.8,37.1581523,-0.626,"microRNA 4680///programmed cell death 4 (neoplastic transformation inhibitor)","212594_at",0.37,0.01926666,-2.51,-5.02726,-0.592,"microRNA 4680///programmed cell death 4 (neoplastic transformation inhibitor)","212594_at",3.57e-06,3.08e-07,-6.8516873,6.614379,-0.6460564,"microRNA 4680///programmed cell death 4 (neoplastic transformation inhibitor)"
"388","MIR6732","218810_at",6.03e-55,4.08e-58,24.8,121.8481876,4.29,"microRNA 6732///zinc finger CCCH-type containing 12A","218810_at",0.421,0.02834332,2.34,-5.38334,0.968,"microRNA 6732///zinc finger CCCH-type containing 12A","218810_at",0.0144,0.00581,3.0094765,-3.07255,0.82400248,"microRNA 6732///zinc finger CCCH-type containing 12A"
"389","MIR8085","204908_s_at",3.72e-22,1.41e-23,11.7,42.7843847,1.31,"microRNA 8085///B-cell CLL/lymphoma 3","204908_s_at",0.236,0.00321076,3.28,-3.32412,0.696,"microRNA 8085///B-cell CLL/lymphoma 3","204908_s_at",0.000506,0.000114,4.5504547,0.739008,1.0751803,"microRNA 8085///B-cell CLL/lymphoma 3"
"390","MMP1","204475_at",1.51e-13,1.51e-14,8.43,22.1634587,2.95,"matrix metallopeptidase 1","204475_at",0.207,0.00181924,3.52,-2.77206,3.39,"matrix metallopeptidase 1","204475_at",1.2e-07,4.16e-09,8.6853175,10.917087,5.41050169,"matrix metallopeptidase 1"
"391","MMP12","204580_at",7.83e-22,3.1e-23,11.6,42.0049312,3.96,"matrix metallopeptidase 12","204580_at",0.337,0.01474409,2.63,-4.77773,3.29,"matrix metallopeptidase 12","204580_at",2.16e-07,8.85e-09,8.3499203,10.163443,4.27535865,"matrix metallopeptidase 12"
"392","MMP19","204574_s_at",6.29e-26,1.57e-27,-13.1,51.836051,-0.631,"matrix metallopeptidase 19","204575_s_at",0.201,0.00146221,3.61,-2.55862,0.723,"matrix metallopeptidase 19","204575_s_at",2.29e-08,4.73e-10,9.6913567,13.085604,1.78626177,"matrix metallopeptidase 19"
"393","MMP9","203936_s_at",1.53e-11,1.91e-12,7.6,17.3879645,1.45,"matrix metallopeptidase 9","203936_s_at",0.345,0.01561078,2.61,-4.83118,1.5,"matrix metallopeptidase 9","203936_s_at",9.25e-10,4.63e-12,12.0613696,17.671477,3.54652413,"matrix metallopeptidase 9"
"394","MNDA","204959_at",0.00097,0.000314,3.68,-1.0057586,0.676,"myeloid cell nuclear differentiation antigen","204959_at",0.422,0.02876999,2.33,-5.39702,1.03,"myeloid cell nuclear differentiation antigen","204959_at",5.32e-05,7.93e-06,5.5692797,3.375033,1.11196916,"myeloid cell nuclear differentiation antigen"
"395","MOCS1","1555127_at",1.62e-14,1.44e-15,-8.81,24.4916383,-0.594,"molybdenum cofactor synthesis 1","211673_s_at",0.32,0.01270171,-2.7,-4.6378,-0.652,"molybdenum cofactor synthesis 1","211673_s_at",0.0027,0.000821,3.7904007,-1.195961,0.70936005,"molybdenum cofactor synthesis 1"
"396","MPHOSPH9","206205_at",7.17e-09,1.21e-09,6.44,11.0409533,0.853,"M-phase phosphoprotein 9","206205_at",0.392,0.02291663,2.44,-5.18791,0.642,"M-phase phosphoprotein 9","206205_at",7.95e-08,2.44e-09,8.9260889,11.448622,1.36479145,"M-phase phosphoprotein 9"
"397","MPV17L","1558686_at",6.75e-16,5.2e-17,-9.35,27.779777,-1.06,"MPV17 mitochondrial inner membrane protein like","1558686_at",0.32,0.01265822,-2.7,-4.63457,-0.976,"MPV17 mitochondrial inner membrane protein like","1558686_at",0.00364,0.00116,-3.6552041,-1.531545,-1.51054336,"MPV17 mitochondrial inner membrane protein like"
"398","MRAS","225185_at",2.77e-06,6.39e-07,-5.18,4.9304379,-0.861,"muscle RAS oncogene homolog","206538_at",0.441,0.03284031,-2.27,-5.51778,-0.637,"muscle RAS oncogene homolog","206538_at",5.11e-05,7.57e-06,5.5874547,3.421844,0.71199539,"muscle RAS oncogene homolog"
"399","MS4A6A","230550_at",0.000921,0.000297,3.69,-0.9541657,0.888,"membrane spanning 4-domains A6A","219666_at",0.476,0.04159024,2.16,-5.73159,0.946,"membrane spanning 4-domains A6A","219666_at",4.71e-06,4.3e-07,6.71717,6.282086,1.10674482,"membrane spanning 4-domains A6A"
"400","MSMB","210297_s_at",1.37e-17,8.67e-19,-10,31.8370984,-2.96,"microseminoprotein beta","210297_s_at",0.431,0.03058175,-2.3,-5.45284,-1.13,"microseminoprotein beta","210297_s_at",0.000146,2.65e-05,-5.1062782,2.178061,-3.50872113,"microseminoprotein beta"
"401","MSRB3","1554127_s_at",6.42e-10,9.69e-11,-6.91,13.5220446,-0.718,"methionine sulfoxide reductase B3","225790_at",0.367,0.0188372,-2.52,-5.00632,-0.981,"methionine sulfoxide reductase B3","1554127_s_at",0.00451,0.0015,3.5551632,-1.777455,0.60601915,"methionine sulfoxide reductase B3"
"402","MTCL1","213358_at",4.81e-19,2.61e-20,10.6,35.3138552,1.94,"microtubule crosslinking factor 1","213358_at",0.416,0.02780997,2.35,-5.36594,0.692,"microtubule crosslinking factor 1","213358_at",0.000369,7.87e-05,4.690483,1.100844,1.0170275,"microtubule crosslinking factor 1"
"403","MTERF2","225346_at",4.58e-15,3.86e-16,-9.03,25.7933061,-0.68,"mitochondrial transcription termination factor 2","225341_at",0.36,0.01777632,-2.55,-4.95239,-0.728,"mitochondrial transcription termination factor 2","225346_at",3.05e-05,4.1e-06,-5.8255426,4.033269,-0.84784231,"mitochondrial transcription termination factor 2"
"404","MTURN","226018_at",6.19e-42,2.38e-44,-19.2,90.3685181,-1.06,"maturin, neural progenitor differentiation regulator homolog (Xenopus)","226018_at",0.341,0.0151035,-2.62,-4.80028,-0.842,"maturin, neural progenitor differentiation regulator homolog (Xenopus)","226018_at",1.05e-05,1.14e-06,-6.3287694,5.311673,-0.8974953,"maturin, neural progenitor differentiation regulator homolog (Xenopus)"
"405","MUC20","226622_at",4.19e-05,1.12e-05,-4.53,2.1667832,-1.25,"mucin 20, cell surface associated","231941_s_at",0.44,0.03277243,-2.27,-5.5159,-1.36,"mucin 20, cell surface associated","230043_at",6.23e-05,9.59e-06,-5.4960941,3.186368,-0.64265217,"mucin 20, cell surface associated"
"406","MVK","36907_at",1.9e-06,4.28e-07,5.26,5.3177768,0.627,"mevalonate kinase","204056_s_at",0.369,0.01918277,-2.52,-5.02321,-0.733,"mevalonate kinase","215649_s_at",0.0292,0.0134,-2.6568047,-3.855098,-0.69099029,"mevalonate kinase"
"407","MX1","202086_at",7.17e-52,7.35e-55,23.4,114.4121353,3.12,"MX dynamin like GTPase 1","202086_at",0.395,0.02339599,2.43,-5.20702,1.26,"MX dynamin like GTPase 1","202086_at",4.58e-05,6.64e-06,5.6383197,3.552756,1.13219736,"MX dynamin like GTPase 1"
"408","MX2","204994_at",1.21e-24,3.54e-26,12.6,48.7377873,2.39,"MX dynamin like GTPase 2","204994_at",0.32,0.01261407,2.7,-4.63128,0.883,"MX dynamin like GTPase 2","204994_at",1.33e-08,2.27e-10,10.0462926,13.818083,1.38117858,"MX dynamin like GTPase 2"
"409","MYD88","209124_at",1.2e-32,1.34e-34,15.6,68.0346873,1.16,"myeloid differentiation primary response 88","209124_at",0.135,0.0001966,4.41,-0.57565,0.61,"myeloid differentiation primary response 88","209124_at",5.78e-06,5.5e-07,6.6179713,6.035749,0.7797957,"myeloid differentiation primary response 88"
"410","MYO5A","204527_at",1.69e-50,2.2e-53,22.8,111.0396896,1.96,"myosin VA","204527_at",0.255,0.00493036,3.1,-3.73769,0.889,"myosin VA","204527_at",0.000354,7.48e-05,4.7100074,1.151358,0.59008444,"myosin VA"
"411","MYO5C","218966_at",4.31e-15,3.62e-16,-9.04,25.8560588,-0.909,"myosin VC","218966_at",0.503,0.04886318,-2.08,-5.87604,-0.921,"myosin VC","218966_at",0.000397,8.56e-05,-4.6586716,1.018569,-0.79682942,"myosin VC"
"412","MYOC","210155_at",6.33e-13,6.76e-14,-8.18,20.6848711,-2.09,"myocilin","210155_at",0.216,0.00232782,-3.42,-3.01216,-0.982,"myocilin","210155_at",6.19e-05,9.51e-06,-5.499363,3.1948,-1.65286483,"myocilin"
"413","MYZAP","228568_at",3.87e-05,1.03e-05,4.55,2.2482729,0.71,"myocardial zonula adherens protein","228568_at",0.447,0.03460675,-2.24,-5.56541,-0.843,"myocardial zonula adherens protein","228568_at",0.00541,0.00185,-3.4712296,-1.982015,-0.61093869,"myocardial zonula adherens protein"
"414","NABP1","222872_x_at",5.16e-24,1.61e-25,12.4,47.2324668,1.69,"nucleic acid binding protein 1","233085_s_at",0.275,0.00756336,2.92,-4.14703,0.68,"nucleic acid binding protein 1","219334_s_at",5.99e-09,7.47e-11,10.5959732,14.919763,2.06942673,"nucleic acid binding protein 1"
"415","NAMPT","1555167_s_at",7.57e-47,1.69e-49,21.2,102.1530416,4.4,"nicotinamide phosphoribosyltransferase","243296_at",0.416,0.02747322,2.35,-5.35477,0.624,"nicotinamide phosphoribosyltransferase","1555167_s_at",0.000673,0.000158,4.4241093,0.41342,1.64780269,"nicotinamide phosphoribosyltransferase"
"416","NAP1L2","219368_at",8.68e-23,3.06e-24,-12,44.3039406,-1.13,"nucleosome assembly protein 1 like 2","219368_at",0.335,0.01456138,-2.64,-4.76605,-0.608,"nucleosome assembly protein 1 like 2","219368_at",1.17e-08,1.91e-10,-10.1299284,13.988251,-1.52502744,"nucleosome assembly protein 1 like 2"
"417","NAPSB","228055_at",4.8e-13,5.07e-14,8.22,20.9694448,1.15,"napsin B aspartic peptidase, pseudogene","228055_at",0.163,0.00061039,3.96,-1.69979,1.33,"napsin B aspartic peptidase, pseudogene","228056_s_at",2.14e-06,1.64e-07,7.109524,7.245434,1.39832585,"napsin B aspartic peptidase, pseudogene"
"418","NCAPH","212949_at",7.72e-11,1.05e-11,7.31,15.7115707,0.987,"non-SMC condensin I complex subunit H","212949_at",0.416,0.02748781,2.35,-5.35526,0.642,"non-SMC condensin I complex subunit H","212949_at",0.0128,0.00507,3.0652312,-2.944446,0.62762275,"non-SMC condensin I complex subunit H"
"419","NCF2","209949_at",1.12e-12,1.23e-13,8.07,20.0968207,1.36,"neutrophil cytosolic factor 2","209949_at",0.416,0.02770452,2.35,-5.36246,0.886,"neutrophil cytosolic factor 2","209949_at",0.0031,0.000963,3.7283909,-1.350319,0.61487365,"neutrophil cytosolic factor 2"
"420","NCF4","207677_s_at",0.00028,8.36e-05,4.03,0.2450903,0.714,"neutrophil cytosolic factor 4","205147_x_at",0.301,0.01040473,2.79,-4.4497,0.752,"neutrophil cytosolic factor 4","207677_s_at",3.42e-09,3.27e-11,11.0184062,15.740064,1.60118185,"neutrophil cytosolic factor 4"
"421","NCKAP1L","209734_at",0.000143,4.08e-05,4.21,0.9277289,0.666,"NCK associated protein 1 like","238668_at",0.402,0.02494772,2.4,-5.26619,0.602,"NCK associated protein 1 like","209734_at",2.05e-08,4.07e-10,9.7628499,13.234494,1.83815426,"NCK associated protein 1 like"
"422","NEDD4L","212445_s_at",1.21e-08,2.1e-09,-6.33,10.5040783,-1.03,"neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase","212445_s_at",0.444,0.0334363,-2.26,-5.53415,-0.709,"neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase","212448_at",0.0318,0.0148,-2.6131676,-3.948236,-0.62368518,"neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase"
