"","Gene.symbol","ID.PS","adj.P.Val.PS","P.Value.PS","t.PS","B.PS","logFC.PS","Gene.title.PS","ID.VL","adj.P.Val.VL","P.Value.VL","t.VL","B.VL","logFC.VL","Gene.title.VL","ID.HS","adj.P.Val.HS","P.Value.HS","t.HS","B.HS","logFC.HS","Gene.title.HS"
"332","PTGS2","204748_at",0.00127,0.00042,3.6,-1.2802307,0.854,"prostaglandin-endoperoxide synthase 2","ILMN_2054297",0.00968477,0.00109,3.5972602,-1.02969,1.5983493,"prostaglandin-endoperoxide synthase 2","204748_at",0.00351,0.00112,3.6710439,-1.492414,1.22179571,"prostaglandin-endoperoxide synthase 2"
"333","PTK6","1553114_a_at",4.94e-19,2.69e-20,10.5,35.2848938,0.768,"protein tyrosine kinase 6","ILMN_1764508",0.04724054,0.0103,-2.731513,-3.09963,-0.7042488,"protein tyrosine kinase 6","206482_at",2.36e-06,1.85e-07,-7.0603576,7.12571,-1.39083289,"protein tyrosine kinase 6"
"334","PTPN13","243792_x_at",1.47e-06,3.26e-07,-5.32,5.5820779,-0.732,"protein tyrosine phosphatase, non-receptor type 13","ILMN_2374687",0.02447055,0.00412,3.0947909,-2.26634,1.3818988,"protein tyrosine phosphatase, non-receptor type 13","204201_s_at",5.7e-10,2.14e-12,-12.4902138,18.428605,-1.15586796,"protein tyrosine phosphatase, non-receptor type 13"
"335","PTPN2","204935_at",1.05e-11,1.29e-12,7.67,17.773293,0.993,"protein tyrosine phosphatase, non-receptor type 2","ILMN_2400030",0.00685002,0.000658,3.7813267,-0.55744,1.8291995,"protein tyrosine phosphatase, non-receptor type 2","204935_at",7.31e-06,7.32e-07,6.5037829,5.75088,1.20826883,"protein tyrosine phosphatase, non-receptor type 2"
"336","QSOX1","230523_at",3.66e-07,7.58e-08,5.62,7.0011662,0.636,"quiescin sulfhydryl oxidase 1","ILMN_2411282",0.03263276,0.0062,-2.934444,-2.64132,-0.6240025,"quiescin sulfhydryl oxidase 1","201482_at",1.01e-07,3.3e-09,8.7893463,11.147718,1.02603208,"quiescin sulfhydryl oxidase 1"
"337","RAB11FIP4","225739_at",5.28e-11,7.01e-12,7.38,16.1067464,0.624,"RAB11 family interacting protein 4","ILMN_1681467",0.00149318,6.75e-05,-4.5902929,1.59926,-0.7432746,"RAB11 family interacting protein 4","225746_at",1.11e-06,7.13e-08,-7.4549003,8.078034,-0.85538271,"RAB11 family interacting protein 4"
"338","RAB23","229504_at",2.05e-05,5.23e-06,-4.71,2.8977507,-0.657,"RAB23, member RAS oncogene family","ILMN_1667417",0.00594425,0.000531,3.8587253,-0.35634,0.9370373,"RAB23, member RAS oncogene family","220955_x_at",0.00229,0.000674,3.8671344,-1.003999,0.79244938,"RAB23, member RAS oncogene family"
"339","RAB40C","227269_s_at",5.04e-06,1.2e-06,-5.04,4.3229302,-0.719,"RAB40C, member RAS oncogene family","ILMN_1712705",0.0121341,0.00151,-3.4749702,-1.33828,-0.9501589,"RAB40C, member RAS oncogene family","227269_s_at",1.07e-08,1.7e-10,-10.1877576,14.105374,-1.11734925,"RAB40C, member RAS oncogene family"
"340","RABL3","226089_at",1.95e-28,3.64e-30,14,57.8723083,2,"RAB, member of RAS oncogene family like 3","ILMN_1662306",0.00130646,5.5e-05,4.6616214,1.79377,1.0271446,"RAB, member of RAS oncogene family like 3","226089_at",9.22e-06,9.68e-07,6.3923264,5.471526,0.72567975,"RAB, member of RAS oncogene family like 3"
"341","RAD50","208393_s_at",4.76e-13,5.01e-14,8.23,20.9799055,0.896,"RAD50 double strand break repair protein","ILMN_1755023",0.0006746,1.98e-05,5.016348,2.76673,1.5810497,"RAD50 double strand break repair protein","238656_at",3.88e-06,3.41e-07,-6.8103077,6.512378,-0.84772956,"RAD50 double strand break repair protein"
"342","RALGAPA1","1566272_at",6.96e-06,1.68e-06,-4.96,3.9934783,-0.64,"Ral GTPase activating protein catalytic alpha subunit 1","ILMN_2324574",0.04305071,0.00902,2.7836999,-2.9836,0.9784116,"Ral GTPase activating protein catalytic alpha subunit 1","213049_at",5.01e-09,5.65e-11,-10.7380416,15.198158,-0.81478645,"Ral GTPase activating protein catalytic alpha subunit 1"
"343","RBM39","227223_at",2.1e-11,2.66e-12,-7.55,17.0614412,-0.933,"RNA binding motif protein 39","ILMN_2411963",0.00191336,9.98e-05,4.4532592,1.22703,1.0351512,"RNA binding motif protein 39","227223_at",0.00396,0.00129,-3.6151357,-1.630298,-0.79933519,"RNA binding motif protein 39"
"344","RBM41","232860_x_at",6.39e-16,4.9e-17,9.36,27.8381122,0.768,"RNA binding motif protein 41","ILMN_1695717",0.01956606,0.00299,3.2185128,-1.96998,1.465811,"RNA binding motif protein 41","219754_at",0.000126,2.22e-05,-5.174003,2.353526,-0.71174537,"RNA binding motif protein 41"
"345","RFESD","239142_at",3.4e-08,6.23e-09,-6.12,9.4402489,-0.735,"Rieske Fe-S domain containing","ILMN_2100458",0.00027444,4.68e-06,5.5162977,4.14549,1.2317646,"Rieske Fe-S domain containing","239142_at",4.79e-05,7.01e-06,-5.6170163,3.497944,-0.73456415,"Rieske Fe-S domain containing"
"346","RHOC","200885_at",8.18e-14,7.93e-15,-8.53,22.8022713,-0.795,"ras homolog family member C","ILMN_1673305",0.00986482,0.00112,-3.5868971,-1.05601,-0.7792392,"ras homolog family member C","235742_at",6.25e-05,9.65e-06,-5.4938374,3.180546,-0.82603494,"ras homolog family member C"
"347","RHOG","203175_at",4.3e-22,1.65e-23,11.7,42.6318599,1.41,"ras homolog family member G","ILMN_1739792",0.00608755,0.000555,-3.8429583,-0.39742,-1.027699,"ras homolog family member G","203175_at",9.9e-07,6.13e-08,7.518457,8.229607,0.94604577,"ras homolog family member G"
"348","RIF1","236620_at",2.02e-07,4.05e-08,-5.75,7.6130012,-0.608,"replication timing regulatory factor 1","ILMN_2149053",0.00357648,0.000254,4.1238211,0.34215,1.2353205,"replication timing regulatory factor 1","226821_at",2.03e-05,2.52e-06,-6.0157747,4.519006,-0.73583595,"replication timing regulatory factor 1"
"349","RIOK3","202129_s_at",3.98e-12,4.64e-13,7.85,18.7829381,0.791,"RIO kinase 3","ILMN_1724700",0.04275234,0.00894,2.7872951,-2.97556,0.9086878,"RIO kinase 3","215588_x_at",1.35e-06,9.11e-08,-7.352722,7.833271,-0.74089258,"RIO kinase 3"
"350","RIPK4","221215_s_at",1.23e-14,1.08e-15,8.86,24.7719377,0.895,"receptor interacting serine/threonine kinase 4","ILMN_1680018",0.02057778,0.00322,-3.189255,-2.04059,-0.7195992,"receptor interacting serine/threonine kinase 4","221215_s_at",0.00353,0.00112,-3.6687169,-1.498166,-0.96809016,"receptor interacting serine/threonine kinase 4"
"351","RIT1","209882_at",3.08e-41,1.27e-43,18.9,88.7021676,3.35,"Ras like without CAAX 1","ILMN_1656335",0.0039594,0.000293,4.0727208,0.20644,0.8199745,"Ras like without CAAX 1","209882_at",2.99e-08,6.72e-10,9.5248138,12.736104,1.02315517,"Ras like without CAAX 1"
"352","RNF39","219916_s_at",1.08e-08,1.86e-09,6.36,10.6230882,0.819,"ring finger protein 39","ILMN_1730223",0.03041784,0.0056,-2.9741643,-2.54944,-1.1191637,"ring finger protein 39","219916_s_at",5.74e-06,5.46e-07,-6.6211261,6.0436,-1.59344148,"ring finger protein 39"
"353","RORA","226682_at",1.42e-14,1.26e-15,-8.84,24.6257053,-0.72,"RAR related orphan receptor A","ILMN_2322499",0.04610821,0.00992,2.7449669,-3.06984,1.0169935,"RAR related orphan receptor A","226682_at",6.59e-09,8.67e-11,-10.5216212,14.773035,-1.55030353,"RAR related orphan receptor A"
"354","RORC","228806_at",2.68e-49,4.06e-52,-22.3,108.1427674,-1.92,"RAR related orphan receptor C","ILMN_1734366",0.0042853,0.000328,-4.0324472,0.09982,-0.7416798,"RAR related orphan receptor C","228806_at",2.99e-05,4.01e-06,-5.8336654,4.054065,-1.33695779,"RAR related orphan receptor C"
"355","RPAIN","216962_at",1.17e-07,2.28e-08,5.87,8.1738589,0.816,"RPA interacting protein","ILMN_1770339",0.00039859,8.51e-06,5.309467,3.5748,1.320906,"RPA interacting protein","1558719_s_at",2.05e-06,1.55e-07,-7.1338507,7.304562,-1.09365711,"RPA interacting protein"
"356","RPRD1A","218209_s_at",1.89e-26,4.52e-28,13.3,53.0744733,2.22,"regulation of nuclear pre-mRNA domain containing 1A","ILMN_1764207",0.01744476,0.00256,3.2770167,-1.82786,0.7765444,"regulation of nuclear pre-mRNA domain containing 1A","228566_at",6.88e-05,1.08e-05,-5.4506538,3.0691,-0.80514952,"regulation of nuclear pre-mRNA domain containing 1A"
"357","RPRML","1554655_a_at",2.67e-10,3.85e-11,-7.07,14.429022,-0.862,"reprimo like","ILMN_1676504",0.04220628,0.00879,-2.7942499,-2.95999,-0.5927848,"reprimo like","1554655_a_at",7.71e-06,7.8e-07,-6.4782178,5.686916,-0.94346011,"reprimo like"
"358","RPS15A","229882_at",4.35e-14,4.06e-15,8.64,23.4640695,1.48,"ribosomal protein S15a","ILMN_2255310",0.0116824,0.00143,3.496913,-1.28323,1.332158,"ribosomal protein S15a","235309_at",0.00366,0.00117,-3.6521673,-1.539042,-0.78476644,"ribosomal protein S15a"
"359","RTP4","219684_at",2.26e-44,6.86e-47,20.2,96.1838264,4.1,"receptor transporter protein 4","ILMN_2173975",0.0284906,0.0051,3.011603,-2.46222,0.9104527,"receptor transporter protein 4","219684_at",2.42e-08,5.05e-10,9.6601235,13.020343,1.47769866,"receptor transporter protein 4"
"360","RUFY3","213939_s_at",1.98e-18,1.15e-19,-10.3,33.8396221,-0.659,"RUN and FYVE domain containing 3","ILMN_2262901",0.00886015,0.000951,3.6467976,-0.90348,0.9641804,"RUN and FYVE domain containing 3","210251_s_at",0.000212,4.08e-05,-4.9408177,1.749213,-0.60153401,"RUN and FYVE domain containing 3"
"361","RXRA","202426_s_at",7.63e-11,1.03e-11,7.31,15.72529,0.805,"retinoid X receptor alpha","ILMN_1687315",0.01484652,0.00202,-3.3665866,-1.60794,-0.9939538,"retinoid X receptor alpha","202449_s_at",5.6e-09,6.68e-11,-10.6524779,15.030797,-0.90327217,"retinoid X receptor alpha"
"362","S100A8","202917_s_at",2.01e-35,1.69e-37,16.7,74.6756451,1.52,"S100 calcium binding protein A8","ILMN_1729801",0.01968822,0.00301,3.2150299,-1.9784,1.093257,"S100 calcium binding protein A8","214370_at",0.000716,0.000171,4.3954757,0.33978,0.92942154,"S100 calcium binding protein A8"
"363","S100P","204351_at",1.55e-14,1.37e-15,8.82,24.5374861,1.74,"S100 calcium binding protein P","ILMN_1801216",0.00557697,0.000486,3.8909589,-0.27219,0.9310712,"S100 calcium binding protein P","204351_at",0.0459,0.0229,2.4210507,-4.347379,1.07976097,"S100 calcium binding protein P"
"364","SAP30L","226772_s_at",2.09e-14,1.88e-15,8.77,24.2250697,1.04,"SAP30 like","ILMN_1757781",0.02928268,0.00532,2.994838,-2.50135,0.6717155,"SAP30 like","232135_at",0.000118,2.05e-05,-5.2046988,2.433028,-0.77787162,"SAP30 like"
"365","SAR1B","223512_at",5.12e-20,2.5e-21,10.9,37.6418083,2.13,"secretion associated Ras related GTPase 1B","ILMN_1736888",0.01718912,0.00251,3.2851977,-1.80788,0.8075609,"secretion associated Ras related GTPase 1B","1554482_a_at",0.00162,0.00045,4.0232127,-0.610636,0.60992557,"secretion associated Ras related GTPase 1B"
"366","SCAF11","1570507_at",1.22e-07,2.38e-08,-5.86,8.1290047,-0.734,"SR-related CTD associated factor 11","ILMN_2069593",0.00826014,0.000858,3.6846478,-0.80659,1.486933,"SR-related CTD associated factor 11","232597_x_at",4.32e-05,6.2e-06,-5.6648979,3.621102,-0.59329966,"SR-related CTD associated factor 11"
"367","SCAPER","216399_s_at",2.29e-21,9.59e-23,11.4,40.8817384,1.49,"S-phase cyclin A associated protein in the ER","ILMN_1811178",0.0029093,0.000188,4.2308098,0.62774,0.8260162,"S-phase cyclin A associated protein in the ER","215848_at",0.0099,0.00375,-3.1885789,-2.657293,-0.80305847,"S-phase cyclin A associated protein in the ER"
"368","SCARB1","1552256_a_at",4.27e-06,1.01e-06,-5.08,4.4898596,-0.703,"scavenger receptor class B member 1","ILMN_2183409",0.00016174,2.2e-06,-5.7777893,4.86601,-1.0107721,"scavenger receptor class B member 1","232421_at",0.016,0.0066,-2.9566016,-3.193007,-0.59842274,"scavenger receptor class B member 1"
