"","Gene.symbol","ID.PS","adj.P.Val.PS","P.Value.PS","t.PS","B.PS","logFC.PS","Gene.title.PS","ID.HS","adj.P.Val.HS","P.Value.HS","t.HS","B.HS","logFC.HS","Gene.title.HS"
"2072","PAIP2B","221868_at",1.9e-17,1.23e-18,-9.95,31.4911717,-1.28,"poly(A) binding protein interacting protein 2B","221868_at",6.2e-11,7.26e-14,-14.5142603,21.736393,-1.45532739,"poly(A) binding protein interacting protein 2B"
"2073","PAK1","209615_s_at",2.16e-21,9.04e-23,11.4,40.9399803,1.37,"p21 (RAC1) activated kinase 1","209615_s_at",7.55e-07,4.37e-08,7.660584,8.566668,0.92795924,"p21 (RAC1) activated kinase 1"
"2074","PAK2","208875_s_at",7.64e-08,1.46e-08,5.96,8.609025,1.21,"p21 (RAC1) activated kinase 2","1559052_s_at",2.05e-05,2.55e-06,6.0100079,4.504322,0.6383961,"p21 (RAC1) activated kinase 2"
"2075","PAK3","236277_at",3.3e-09,5.4e-10,-6.59,11.8360064,-0.738,"p21 (RAC1) activated kinase 3","214078_at",0.0116,0.00449,-3.1154307,-2.828187,-0.87468293,"p21 (RAC1) activated kinase 3"
"2076","PAK6","219461_at",1.1e-18,6.24e-20,10.4,34.4479338,1.01,"p21 (RAC1) activated kinase 6","1555310_a_at",0.000425,9.29e-05,-4.6275454,0.938106,-1.1810686,"p21 (RAC1) activated kinase 6"
"2077","PALM2-AKAP2","226694_at",5.1e-19,2.78e-20,-10.5,35.2514824,-0.627,"PALM2-AKAP2 readthrough///A-kinase anchoring protein 2","202760_s_at",0.00188,0.000537,3.9553695,-0.782069,0.60107757,"PALM2-AKAP2 readthrough///A-kinase anchoring protein 2"
"2078","PALMD","222725_s_at",1.51e-07,3e-08,-5.81,7.9057559,-0.753,"palmdelphin","218736_s_at",0.000102,1.72e-05,-5.2705682,2.603558,-0.75089188,"palmdelphin"
"2079","PAMR1","213661_at",8.77e-28,1.78e-29,-13.8,56.293255,-3.22,"peptidase domain containing associated with muscle regeneration 1","213661_at",1.7e-06,1.21e-07,-7.2340725,7.547398,-2.16557642,"peptidase domain containing associated with muscle regeneration 1"
"2080","PANK2","228966_at",6.84e-16,5.27e-17,9.35,27.7648714,1.58,"pantothenate kinase 2","228966_at",0.000943,0.000237,4.270356,0.018772,0.61291739,"pantothenate kinase 2"
"2081","PANX1","204715_at",1.52e-35,1.25e-37,16.7,74.9735865,1.86,"pannexin 1","204715_at",1.82e-05,2.22e-06,6.0648707,4.643908,0.70502767,"pannexin 1"
"2082","PAOX","238333_s_at",9.76e-10,1.5e-10,6.83,13.0908702,2.26,"polyamine oxidase (exo-N4-amino)","50400_at",0.00015,2.74e-05,5.0937026,2.145473,0.89085469,"polyamine oxidase (exo-N4-amino)"
"2083","PAPD4","1556277_a_at",3.78e-11,4.92e-12,-7.44,16.4541403,-0.914,"poly(A) RNA polymerase D4, non-canonical","238706_at",0.000151,2.77e-05,-5.0897357,2.135192,-1.01902939,"poly(A) RNA polymerase D4, non-canonical"
"2084","PAPOLA","228569_at",3.26e-25,8.85e-27,-12.8,50.1166807,-0.722,"poly(A) polymerase alpha","228569_at",1.31e-06,8.75e-08,-7.369572,7.873725,-0.64234984,"poly(A) polymerase alpha"
"2085","PAPSS2","203060_s_at",4.92e-10,7.33e-11,6.96,13.7970911,1.24,"3'-phosphoadenosine 5'-phosphosulfate synthase 2","203060_s_at",6.01e-05,9.2e-06,5.5121716,3.227836,1.28673649,"3'-phosphoadenosine 5'-phosphosulfate synthase 2"
"2086","PAQR6","219236_at",0.00528,0.00193,3.15,-2.6995782,0.602,"progestin and adipoQ receptor family member 6","219236_at",0.000281,5.71e-05,-4.8133329,1.41887,-0.74589282,"progestin and adipoQ receptor family member 6"
"2087","PARD3","221526_x_at",3.54e-12,4.1e-13,-7.87,18.9046081,-0.668,"par-3 family cell polarity regulator","221280_s_at",1.16e-08,1.87e-10,-10.14124,14.011195,-1.11217632,"par-3 family cell polarity regulator"
"2088","PARD3B","228411_at",2.25e-12,2.55e-13,-7.95,19.3754197,-1.17,"par-3 family cell polarity regulator beta","228411_at",0.00153,0.00042,-4.0496722,-0.543602,-0.69406519,"par-3 family cell polarity regulator beta"
"2089","PARD6B","235165_at",6.18e-10,9.32e-11,6.91,13.5604711,0.661,"par-6 family cell polarity regulator beta","235165_at",1.98e-07,7.94e-09,-8.3979871,10.272393,-1.27991873,"par-6 family cell polarity regulator beta"
"2090","PARP14","224701_at",1.4e-28,2.57e-30,14.1,58.2190309,0.929,"poly(ADP-ribose) polymerase family member 14","224701_at",0.000131,2.33e-05,5.1561156,2.307189,0.60816052,"poly(ADP-ribose) polymerase family member 14"
"2091","PARP8","219033_at",2.25e-20,1.05e-21,11.1,38.5027716,1.19,"poly(ADP-ribose) polymerase family member 8","219033_at",2.76e-05,3.65e-06,5.8706986,4.148814,0.66108422,"poly(ADP-ribose) polymerase family member 8"
"2092","PARP9","227807_at",1.34e-32,1.51e-34,15.6,67.9125818,2.55,"poly(ADP-ribose) polymerase family member 9","227807_at",0.00199,0.000573,3.9304178,-0.84495,1.0387162,"poly(ADP-ribose) polymerase family member 9"
"2093","PARVA","235279_at",1.05e-09,1.62e-10,-6.81,13.0149168,-0.626,"parvin alpha","222454_s_at",1.63e-08,2.93e-10,9.920675,13.560762,1.12102677,"parvin alpha"
"2094","PARVB","229822_at",0.000286,8.56e-05,-4.03,0.2232379,-0.738,"parvin beta","37966_at",1.04e-06,6.53e-08,7.4919052,8.166348,1.11802871,"parvin beta"
"2095","PARVG","223562_at",2.08e-09,3.31e-10,6.68,12.3148538,1.03,"parvin gamma","233510_s_at",1.83e-09,1.33e-11,11.4886314,16.627048,1.65952814,"parvin gamma"
"2096","PATJ","240570_at",0.000913,0.000294,3.7,-0.9444634,0.679,"PATJ, crumbs cell polarity complex component","240570_at",0.00349,0.00111,-3.6738916,-1.485373,-0.70034344,"PATJ, crumbs cell polarity complex component"
"2097","PAWR","204005_s_at",5.12e-24,1.59e-25,12.4,47.2416099,0.994,"pro-apoptotic WT1 regulator","226223_at",1.91e-06,1.41e-07,-7.1721212,7.397437,-0.73495775,"pro-apoptotic WT1 regulator"
"2098","PAXBP1-AS1","239407_at",1.65e-06,3.7e-07,-5.29,5.458808,-0.654,"PAXBP1 antisense RNA 1","239407_at",0.00012,2.09e-05,-5.1963143,2.411314,-0.99667868,"PAXBP1 antisense RNA 1"
"2099","PBRM1","232613_at",0.00264,0.000917,-3.37,-2.0109404,-0.676,"polybromo 1","232613_at",0.038,0.0183,-2.520633,-4.142767,-0.63518848,"polybromo 1"
"2100","PCBD2","1554894_a_at",2.39e-17,1.56e-18,9.91,31.2534545,1.24,"pterin-4 alpha-carbinolamine dehydratase 2","240846_at",1.54e-06,1.08e-07,-7.2831207,7.665788,-1.25403857,"pterin-4 alpha-carbinolamine dehydratase 2"
"2101","PCBP1-AS1","235482_at",4.8e-11,6.33e-12,-7.39,16.2064175,-0.791,"PCBP1 antisense RNA 1","235482_at",1.71e-06,1.22e-07,-7.231762,7.541814,-0.83609631,"PCBP1 antisense RNA 1"
"2102","PCBP2","229467_at",0.00342,0.00121,-3.29,-2.269838,-0.612,"poly(rC) binding protein 2","213517_at",0.0037,0.00119,-3.6468968,-1.552047,-0.66800502,"poly(rC) binding protein 2"
"2103","PCCB","1557502_at",2.57e-13,2.64e-14,-8.33,21.613985,-1.54,"propionyl-CoA carboxylase beta subunit","1557502_at",0.000414,9.02e-05,-4.6388384,0.967294,-1.00788378,"propionyl-CoA carboxylase beta subunit"
"2104","PCDHGA4","1552735_at",4.39e-13,4.61e-14,-8.24,21.0622922,-0.765,"protocadherin gamma subfamily A, 4","1552735_at",0.000137,2.45e-05,-5.1369088,2.257429,-1.17105198,"protocadherin gamma subfamily A, 4"
"2105","PCED1A","225505_s_at",3.87e-05,1.03e-05,4.55,2.2497288,0.606,"PC-esterase domain containing 1A","225505_s_at",5.68e-07,3.06e-08,7.8126257,8.924315,0.75579971,"PC-esterase domain containing 1A"
"2106","PCGF3","204564_at",2.72e-09,4.4e-10,6.63,12.036814,0.97,"polycomb group ring finger 3","212753_at",1.03e-05,1.1e-06,-6.3411891,5.342941,-0.61320633,"polycomb group ring finger 3"
"2107","PCGF5","227935_s_at",1.15e-25,2.96e-27,13,51.2072877,1.72,"polycomb group ring finger 5","229996_s_at",1.59e-06,1.12e-07,7.2650888,7.622298,0.93873375,"polycomb group ring finger 5"
"2108","PCM1","228905_at",4.66e-22,1.79e-23,-11.7,42.5489924,-0.744,"pericentriolar material 1","228905_at",1.57e-06,1.1e-07,-7.2747934,7.645709,-0.86194142,"pericentriolar material 1"
"2109","PCNX1","213159_at",1.59e-06,3.56e-07,5.3,5.4967758,0.622,"pecanex homolog 1 (Drosophila)","213159_at",4.04e-06,3.58e-07,6.7910074,6.464737,0.97486542,"pecanex homolog 1 (Drosophila)"
"2110","PCOLCE2","219295_s_at",0.000108,3.04e-05,-4.29,1.2106279,-1.51,"procollagen C-endopeptidase enhancer 2","219295_s_at",5.88e-05,8.96e-06,-5.5223945,3.254198,-1.7287368,"procollagen C-endopeptidase enhancer 2"
"2111","PCP4L1","241382_at",3.53e-17,2.35e-18,9.85,30.8465256,2.82,"Purkinje cell protein 4 like 1","241382_at",0.0215,0.00933,2.8114754,-3.518149,0.97321441,"Purkinje cell protein 4 like 1"
"2112","PCSK2","204869_at",1.24e-05,3.08e-06,-4.83,3.4076185,-0.925,"proprotein convertase subtilisin/kexin type 2","204870_s_at",1.43e-05,1.66e-06,-6.1791061,4.933736,-1.00358968,"proprotein convertase subtilisin/kexin type 2"
"2113","PCSK5","205560_at",0.000196,5.72e-05,-4.13,0.6061147,-0.667,"proprotein convertase subtilisin/kexin type 5","205560_at",0.000194,3.69e-05,4.9796579,1.849886,1.34677079,"proprotein convertase subtilisin/kexin type 5"
"2114","PCSK7","203118_at",2.61e-13,2.68e-14,8.33,21.6003651,0.91,"proprotein convertase subtilisin/kexin type 7","232521_at",8.34e-05,1.36e-05,-5.3612084,2.838016,-0.91612686,"proprotein convertase subtilisin/kexin type 7"
"2115","PDAP1","202290_at",1.3e-05,3.24e-06,4.82,3.3590774,0.691,"PDGFA associated protein 1","217624_at",7.87e-07,4.59e-08,7.6398199,8.517589,0.86732451,"PDGFA associated protein 1"
"2116","PDCD5","219275_at",8.31e-20,4.14e-21,10.8,37.141201,0.981,"programmed cell death 5","227751_at",1.24e-06,8.18e-08,-7.3973453,7.940327,-1.07439439,"programmed cell death 5"
"2117","PDCD6","203415_at",9.99e-24,3.22e-25,12.3,46.5445194,0.86,"programmed cell death 6","222152_at",1.56e-06,1.09e-07,-7.277699,7.652716,-0.9812746,"programmed cell death 6"
"2118","PDCD6IP","222394_at",1.32e-18,7.56e-20,-10.4,34.2581252,-0.836,"programmed cell death 6 interacting protein","222394_at",0.00013,2.31e-05,-5.1578689,2.311731,-0.66880185,"programmed cell death 6 interacting protein"
"2119","PDE1A","236234_at",0.00117,0.000385,-3.62,-1.1977504,-0.637,"phosphodiesterase 1A","233549_at",6.89e-08,2.03e-09,9.0097832,11.631531,1.79347956,"phosphodiesterase 1A"
"2120","PDE3A","236300_at",6.56e-05,1.8e-05,-4.42,1.7129824,-1.09,"phosphodiesterase 3A","228507_at",0.00466,0.00155,3.5406868,-1.812855,0.74722423,"phosphodiesterase 3A"
"2121","PDE4DIP","205872_x_at",5.61e-22,2.18e-23,-11.7,42.3550783,-2.08,"phosphodiesterase 4D interacting protein","210305_at",1.34e-05,1.52e-06,6.2128726,5.019185,1.82457917,"phosphodiesterase 4D interacting protein"
"2122","PDE7A","223359_s_at",4.34e-09,7.18e-10,6.54,11.5552035,0.911,"phosphodiesterase 7A","230444_at",0.00019,3.61e-05,4.9885143,1.872841,0.68075112,"phosphodiesterase 7A"
"2123","PDGFRA","1554828_at",1.94e-08,3.47e-09,-6.24,10.0130772,-0.975,"platelet derived growth factor receptor alpha","215305_at",2.37e-05,3.03e-06,5.9427572,4.332889,1.29140352,"platelet derived growth factor receptor alpha"
"2124","PDK1","206686_at",3.35e-12,3.87e-13,7.88,18.9614135,0.877,"pyruvate dehydrogenase kinase 1","206686_at",3e-05,4.02e-06,5.8324532,4.050962,1.07014734,"pyruvate dehydrogenase kinase 1"
"2125","PDK3","228959_at",1.9e-12,2.14e-13,-7.98,19.547153,-0.834,"pyruvate dehydrogenase kinase 3","206348_s_at",1.17e-08,1.9e-10,10.1335339,13.995566,1.12828855,"pyruvate dehydrogenase kinase 3"
"2126","PDLIM4","214174_s_at",7.44e-14,7.18e-15,-8.55,22.9008086,-0.953,"PDZ and LIM domain 4","218691_s_at",0.00531,0.00181,3.4798165,-1.961165,0.59598207,"PDZ and LIM domain 4"
"2127","PDLIM5","203242_s_at",5.3e-13,5.61e-14,8.21,20.8692659,1.05,"PDZ and LIM domain 5","216803_at",0.000152,2.78e-05,-5.0875404,2.129503,-0.89388604,"PDZ and LIM domain 5"
"2128","PDPN","204879_at",6.62e-08,1.25e-08,5.99,8.7553446,0.95,"podoplanin","226658_at",2.9e-09,2.56e-11,11.144628,15.980825,2.59303158,"podoplanin"
"2129","PDS5B","215888_at",2.1e-06,4.77e-07,-5.24,5.2128214,-0.841,"PDS5 cohesin associated factor B","215888_at",0.000145,2.62e-05,-5.1102863,2.188447,-0.89031086,"PDS5 cohesin associated factor B"
"2130","PDSS1","220865_s_at",2.06e-29,3.41e-31,14.4,60.2290631,1.59,"prenyl (decaprenyl) diphosphate synthase, subunit 1","236298_at",3.09e-07,1.4e-08,-8.1488577,9.704304,-0.92326767,"prenyl (decaprenyl) diphosphate synthase, subunit 1"
"2131","PDXDC1","238957_at",1.91e-06,4.32e-07,-5.26,5.3103833,-0.6,"pyridoxal dependent decarboxylase domain containing 1","1560013_at",0.0218,0.00947,-2.805218,-3.531979,-0.6095685,"pyridoxal dependent decarboxylase domain containing 1"
"2132","PDXK","202671_s_at",1.68e-13,1.69e-14,8.41,22.0536727,1.42,"pyridoxal (pyridoxine, vitamin B6) kinase","218018_at",2.24e-08,4.6e-10,9.7046771,13.113396,1.46520697,"pyridoxal (pyridoxine, vitamin B6) kinase"
"2133","PDZD2","209493_at",1.11e-14,9.66e-16,-8.88,24.8856615,-0.638,"PDZ domain containing 2","209493_at",1.12e-08,1.8e-10,-10.1585757,14.046326,-1.77095091,"PDZ domain containing 2"
"2134","PDZRN4","220595_at",1.39e-10,1.93e-11,-7.2,15.1068885,-1.39,"PDZ domain containing ring finger 4","220595_at",1.31e-05,1.48e-06,6.2231841,5.045259,1.83583563,"PDZ domain containing ring finger 4"
"2135","PECAM1","208981_at",3.22e-18,1.9e-19,-10.2,33.3413516,-0.6,"platelet and endothelial cell adhesion molecule 1","1558397_at",2.04e-08,4.03e-10,9.7675063,13.244168,1.49016302,"platelet and endothelial cell adhesion molecule 1"
"2136","PEG10","212094_at",2.48e-16,1.82e-17,-9.52,28.8204991,-1.16,"paternally expressed 10","212094_at",0.013,0.00516,3.0584056,-2.960187,0.71996246,"paternally expressed 10"
"2137","PELI2","219132_at",2.32e-23,7.7e-25,-12.2,45.6763713,-1.34,"pellino E3 ubiquitin protein ligase family member 2","219132_at",1.59e-06,1.12e-07,-7.2678415,7.62894,-0.68164015,"pellino E3 ubiquitin protein ligase family member 2"
"2138","PEX11A","205161_s_at",9.41e-07,2.04e-07,-5.42,6.0358388,-1.13,"peroxisomal biogenesis factor 11 alpha","205160_at",0.00367,0.00117,-3.6512676,-1.541262,-0.71642593,"peroxisomal biogenesis factor 11 alpha"
"2139","PEX3","203972_s_at",5.89e-20,2.89e-21,10.9,37.4966614,1.32,"peroxisomal biogenesis factor 3","203969_at",3.08e-06,2.57e-07,-6.9260499,6.797185,-0.86172736,"peroxisomal biogenesis factor 3"
"2140","PFKFB2","209992_at",2.85e-10,4.13e-11,7.06,14.360856,0.734,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2","224050_s_at",0.00645,0.00228,-3.3895295,-2.179461,-0.6011436,NA
"2141","PFKFB4","228499_at",1.48e-05,3.72e-06,4.78,3.2263451,0.674,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4","228499_at",4.74e-05,6.92e-06,5.6219736,3.510701,0.9245782,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4"
"2142","PGAP1","244321_at",4.89e-07,1.03e-07,5.56,6.7049719,0.67,"post-GPI attachment to proteins 1","213469_at",6.93e-09,9.29e-11,-10.4867312,14.703938,-1.21012737,"post-GPI attachment to proteins 1"
"2143","PGBD5","219225_at",4.72e-39,2.67e-41,18.1,83.383844,3.34,"piggyBac transposable element derived 5","219225_at",0.00806,0.00295,3.2856837,-2.427852,0.89315043,"piggyBac transposable element derived 5"
"2144","PGD","201118_at",1.91e-12,2.15e-13,7.98,19.5441314,0.819,"phosphogluconate dehydrogenase","201118_at",0.00024,4.74e-05,4.8839744,1.601894,0.61926421,"phosphogluconate dehydrogenase"
"2145","PGF","209652_s_at",6.39e-05,1.75e-05,4.42,1.7405931,0.736,"placental growth factor","209652_s_at",1.58e-05,1.86e-06,6.1339718,4.81936,1.28298169,"placental growth factor"
"2146","PGLYRP3","1553059_at",3.67e-09,6.03e-10,6.57,11.7276857,0.651,"peptidoglycan recognition protein 3","1553059_at",0.000101,1.72e-05,-5.272393,2.60828,-0.97839984,"peptidoglycan recognition protein 3"
"2147","PGLYRP4","220944_at",2.35e-46,5.49e-49,21,100.9816249,3.81,"peptidoglycan recognition protein 4","220944_at",0.0246,0.0109,-2.74346,-3.667594,-0.94599939,"peptidoglycan recognition protein 4"
"2148","PGM2L1","229553_at",1.77e-15,1.43e-16,-9.19,26.7801591,-0.944,"phosphoglucomutase 2 like 1","235149_at",0.000216,4.19e-05,4.9313083,1.724566,0.80908085,"phosphoglucomutase 2 like 1"
"2149","PGM5-AS1","230595_at",1.05e-19,5.32e-21,-10.8,36.8918687,-1.55,"PGM5 antisense RNA 1","231024_at",5.71e-07,3.08e-08,-7.8096593,8.917366,-1.36176295,"PGM5 antisense RNA 1"
"2150","PGPEP1","223469_at",2.77e-13,2.85e-14,-8.32,21.5374265,-0.606,"pyroglutamyl-peptidase I","219891_at",1.06e-08,1.68e-10,10.1941068,14.118207,1.07152814,"pyroglutamyl-peptidase I"
"2151","PGR","228554_at",9.3e-12,1.13e-12,-7.7,17.9052946,-1.05,"progesterone receptor","228554_at",6.05e-05,9.27e-06,-5.5093638,3.220595,-1.2948396,"progesterone receptor"
"2152","PHF19","227211_at",3.45e-19,1.84e-20,10.6,35.6609847,1.81,"PHD finger protein 19","227211_at",0.00247,0.000738,3.8319237,-1.09221,0.59933009,"PHD finger protein 19"
"2153","PHF21A","1558965_at",2.34e-09,3.76e-10,-6.66,12.1907857,-1.2,"PHD finger protein 21A","1558965_at",0.000184,3.46e-05,-5.0036802,1.912152,-0.98536499,"PHD finger protein 21A"
"2154","PHF23","223081_at",1.34e-15,1.07e-16,9.24,27.0626879,0.98,"PHD finger protein 23","1555789_s_at",2.46e-06,1.94e-07,7.0412094,7.079003,0.76578789,"PHD finger protein 23"
"2155","PHF24","37566_at",2.3e-06,5.25e-07,5.22,5.1195455,0.815,"PHD finger protein 24","37566_at",0.00123,0.000323,-4.1512198,-0.285511,-0.66802735,"PHD finger protein 24"
"2156","PHGDH","201397_at",1.06e-11,1.29e-12,7.67,17.770571,0.629,"phosphoglycerate dehydrogenase","201397_at",0.00038,8.13e-05,-4.6781425,1.068923,-0.75186892,"phosphoglycerate dehydrogenase"
"2157","PHKA1","205450_at",9.37e-23,3.33e-24,11.9,44.2213504,2.03,"phosphorylase kinase regulatory subunit alpha 1","229876_at",5.98e-07,3.26e-08,-7.7853304,8.860333,-1.21989977,"phosphorylase kinase regulatory subunit alpha 1"
"2158","PHKB","238601_at",6.29e-20,3.1e-21,-10.9,37.4287464,-1.23,"phosphorylase kinase regulatory subunit beta","242248_at",0.0162,0.00671,-2.9500072,-3.207957,-0.72286616,"phosphorylase kinase regulatory subunit beta"
"2159","PHLDB2","1557578_at",6.83e-06,1.65e-06,-4.97,4.0134119,-0.756,"pleckstrin homology like domain family B member 2","1557578_at",1.14e-05,1.25e-06,-6.2922591,5.219668,-1.40257041,"pleckstrin homology like domain family B member 2"
"2160","PHLDB3","1557948_at",5.53e-18,3.34e-19,10.2,32.7848436,0.996,"pleckstrin homology like domain family B member 3","1557948_at",6.83e-06,6.74e-07,-6.5369605,5.833791,-0.60284619,"pleckstrin homology like domain family B member 3"
"2161","PHYHD1","226846_at",1.12e-26,2.62e-28,-13.4,53.6192335,-1.5,"phytanoyl-CoA dioxygenase domain containing 1","226846_at",4.68e-06,4.26e-07,-6.7209662,6.291491,-0.9391406,"phytanoyl-CoA dioxygenase domain containing 1"
"2162","PHYHIP","205325_at",7.87e-25,2.25e-26,-12.7,49.1876722,-3.34,"phytanoyl-CoA 2-hydroxylase interacting protein","205325_at",3.47e-08,8.22e-10,-9.4297839,12.535004,-2.46920292,"phytanoyl-CoA 2-hydroxylase interacting protein"
"2163","PI15","229947_at",2.37e-16,1.74e-17,9.53,28.8665243,2.17,"peptidase inhibitor 15","229947_at",3.12e-08,7.09e-10,9.4994921,12.682638,2.98366835,"peptidase inhibitor 15"
"2164","PI3","41469_at",9.64e-51,1.22e-53,22.9,111.6259172,3.35,"peptidase inhibitor 3","41469_at",0.00204,0.00059,3.9189803,-0.873743,1.34649658,"peptidase inhibitor 3"
"2165","PIAS2","214442_s_at",4.08e-19,2.19e-20,10.6,35.4891572,1.61,"protein inhibitor of activated STAT 2","235107_at",1.33e-06,8.91e-08,-7.3618336,7.855151,-0.78697669,"protein inhibitor of activated STAT 2"
"2166","PIEZO2","222908_at",1.9e-05,4.84e-06,-4.72,2.9723331,-0.892,"piezo type mechanosensitive ion channel component 2","222908_at",0.0394,0.0191,2.5022197,-4.180978,1.01433605,"piezo type mechanosensitive ion channel component 2"
"2167","PIF1","228252_at",4.92e-10,7.33e-11,6.96,13.7961469,0.781,"PIF1 5'-to-3' DNA helicase","228252_at",2.59e-05,3.38e-06,5.9007207,4.225553,0.85251112,"PIF1 5'-to-3' DNA helicase"
"2168","PIGL","205873_at",2.59e-13,2.66e-14,8.33,21.6076064,1.13,"phosphatidylinositol glycan anchor biosynthesis class L","239943_x_at",4.39e-05,6.31e-06,-5.6579644,3.603276,-0.6867896,"phosphatidylinositol glycan anchor biosynthesis class L"
"2169","PIK3C2A","226094_at",1.53e-20,7.01e-22,11.1,38.9057826,1.43,"phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha","241905_at",3.97e-05,5.59e-06,-5.7049662,3.724059,-1.29101073,"phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha"
"2170","PIK3C2G","215129_at",1.9e-12,2.13e-13,-7.98,19.5517733,-1.38,"phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma","215129_at",5.95e-07,3.24e-08,-7.7879394,8.866453,-1.87427987,"phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma"
"2171","PIK3C3","229705_at",2.7e-08,4.9e-09,-6.17,9.6753757,-0.703,"phosphatidylinositol 3-kinase catalytic subunit type 3","232086_at",3.07e-05,4.14e-06,-5.8211864,4.022115,-0.67929951,"phosphatidylinositol 3-kinase catalytic subunit type 3"
"2172","PIK3CD","203879_at",1.06e-10,1.46e-11,7.25,15.3826144,0.936,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta","203879_at",7.09e-07,4.04e-08,7.6936502,8.644709,1.03647767,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
"2173","PIK3CG","239294_at",0.00348,0.00123,3.29,-2.2860877,0.614,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma","206369_s_at",1.68e-07,6.46e-09,8.4890212,10.47787,1.72569164,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma"
