"","Gene.symbol","ID.PS","adj.P.Val.PS","P.Value.PS","t.PS","B.PS","logFC.PS","Gene.title.PS","ID.VL","adj.P.Val.VL","P.Value.VL","t.VL","B.VL","logFC.VL","Gene.title.VL"
"381","GLB1L2","213713_s_at",4.67e-11,6.16e-12,7.4,16.2341273,0.642,"galactosidase beta 1 like 2","ILMN_2144401",0.02338753,0.00387,-3.1185189,-2.20996,-0.6413636,"galactosidase beta 1 like 2"
"382","GLMP","1558692_at",2.78e-23,9.31e-25,-12.1,45.4879463,-0.782,"glycosylated lysosomal membrane protein","ILMN_1698243",0.00087853,3.03e-05,-4.8691803,2.36213,-1.0856771,"glycosylated lysosomal membrane protein"
"383","GLRX2","219933_at",4.09e-17,2.74e-18,9.82,30.6953863,0.857,"glutaredoxin 2","ILMN_1680727",0.00925948,0.00102,3.6220285,-0.96667,0.8759246,"glutaredoxin 2"
"384","GLRX3","209080_x_at",9.03e-22,3.6e-23,11.6,41.8550773,1.33,"glutaredoxin 3","ILMN_2056479",0.00241784,0.000142,4.3280797,0.88894,1.2021849,"glutaredoxin 3"
"385","GM2A","215891_s_at",1.14e-38,6.79e-41,17.9,82.4549693,4.14,"GM2 ganglioside activator","ILMN_2221046",0.01703692,0.00247,-3.2902957,-1.79543,-0.7020782,"GM2 ganglioside activator"
"386","GNA15","205349_at",2.18e-33,2.29e-35,15.9,69.790652,2.22,"G protein subunit alpha 15","ILMN_1773963",0.04719942,0.0102,-2.7321961,-3.09812,-0.7621046,"G protein subunit alpha 15"
"387","GNB2","200852_x_at",2.79e-09,4.51e-10,6.62,12.0114999,0.678,"G protein subunit beta 2","ILMN_1658928",0.00654583,0.000616,-3.8053824,-0.49509,-0.8354857,"G protein subunit beta 2"
"388","GNL1","228857_at",2.59e-07,5.27e-08,-5.7,7.3550853,-0.873,"G protein nucleolar 1 (putative)","ILMN_1789457",0.00906161,0.000985,-3.6341647,-0.93573,-0.7230667,"G protein nucleolar 1 (putative)"
"389","GNRH1","207987_s_at",3.6e-07,7.46e-08,-5.63,7.0164369,-0.694,"gonadotropin releasing hormone 1","ILMN_1745991",0.03260595,0.00618,2.9351865,-2.63961,0.8296745,"gonadotropin releasing hormone 1"
"390","GOLGA4","215203_at",4.19e-11,5.49e-12,-7.42,16.3471137,-1.1,"golgin A4","ILMN_1776297",0.00021759,3.4e-06,5.6274378,4.45195,1.6565142,"golgin A4"
"391","GOLIM4","204324_s_at",3.04e-07,6.24e-08,-5.66,7.1909055,-1.28,"golgi integral membrane protein 4","ILMN_2186216",0.00014121,1.78e-06,5.852358,5.07107,1.3863695,"golgi integral membrane protein 4"
"392","GOPC","236862_at",2.45e-24,7.37e-26,-12.5,48.0092161,-1.72,"golgi associated PDZ and coiled-coil motif containing","ILMN_2388585",0.0383068,0.00768,2.8487166,-2.83725,0.6441572,"golgi associated PDZ and coiled-coil motif containing"
"393","GPAM","225424_at",7.02e-05,1.93e-05,-4.4,1.6447378,-1.09,"glycerol-3-phosphate acyltransferase, mitochondrial","ILMN_1758213",0.04694706,0.0102,2.7352368,-3.09139,1.1204671,"glycerol-3-phosphate acyltransferase, mitochondrial"
"394","GPATCH2","219078_at",7.9e-11,1.07e-11,7.3,15.6881114,1.06,"G-patch domain containing 2","ILMN_1786036",0.0093507,0.00103,3.6160994,-0.98177,1.0844252,"G-patch domain containing 2"
"395","GPATCH4","224634_at",6.76e-23,2.36e-24,12,44.5632517,1.26,"G-patch domain containing 4","ILMN_2383305",6.55e-05,4.95e-07,6.2993134,6.29396,1.3902018,"G-patch domain containing 4"
"396","GPCPD1","230492_s_at",2.56e-34,2.41e-36,16.3,72.0313105,2.72,"glycerophosphocholine phosphodiesterase 1","ILMN_1701111",0.01726474,0.00253,3.2820446,-1.81558,0.9412855,"glycerophosphocholine phosphodiesterase 1"
"397","GPR1","214605_x_at",1.35e-20,6.12e-22,11.1,39.0403248,1.65,"G protein-coupled receptor 1","ILMN_1655348",0.00529262,0.000451,3.9180451,-0.20129,0.6782971,"G protein-coupled receptor 1"
"398","GPR87","219936_s_at",7.4e-26,1.86e-27,13.1,51.6671197,0.939,"G protein-coupled receptor 87","ILMN_1656422",0.0160151,0.00227,3.3232616,-1.71466,0.6377695,"G protein-coupled receptor 87"
"399","GPRIN2","206747_at",7.08e-07,1.52e-07,-5.48,6.3259824,-0.908,"G protein regulated inducer of neurite outgrowth 2","ILMN_1803217",0.00081036,2.7e-05,-4.9093683,2.47251,-1.1970586,"G protein regulated inducer of neurite outgrowth 2"
"400","GPSM2","233058_at",3.75e-05,9.94e-06,4.56,2.2805617,0.809,"G-protein signaling modulator 2","ILMN_2139816",0.00037182,7.68e-06,5.3450385,3.67295,1.423851,"G-protein signaling modulator 2"
"401","GPSM3","204265_s_at",1.43e-07,2.82e-08,5.83,7.9644015,0.734,"G-protein signaling modulator 3","ILMN_1662799",0.00538712,0.000464,-3.9079257,-0.2278,-0.9445172,"G-protein signaling modulator 3"
"402","GRN","211284_s_at",2.05e-20,9.54e-22,11.1,38.5993795,1.12,"granulin","ILMN_1724250",0.0054312,0.000468,-3.9043666,-0.23711,-1.1178189,"granulin"
"403","GSN","1564525_at",6.19e-08,1.17e-08,-6,8.8235271,-0.688,"gelsolin","ILMN_1801043",0.01999895,0.00309,-3.2061605,-1.99983,-0.6998708,"gelsolin"
"404","GSTA3","222102_at",1.03e-20,4.61e-22,-11.2,39.3207379,-3.19,"glutathione S-transferase alpha 3","ILMN_2227817",0.01947956,0.00296,3.221582,-1.96255,0.9689269,"glutathione S-transferase alpha 3"
"405","GTF2E2","202680_at",3.18e-08,5.81e-09,6.14,9.507363,0.714,"general transcription factor IIE subunit 2","ILMN_1664931",0.02869136,0.00517,3.0062163,-2.4748,0.6589094,"general transcription factor IIE subunit 2"
"406","GTF2H1","242656_at",1.03e-18,5.82e-20,10.4,34.517933,1.78,"general transcription factor IIH subunit 1","ILMN_1726693",0.01685711,0.00244,3.2955602,-1.78255,1.0695453,"general transcription factor IIH subunit 1"
"407","GTF2H5","244294_at",4.38e-12,5.13e-13,-7.83,18.6844124,-0.885,"general transcription factor IIH subunit 5","ILMN_1739497",0.00118222,4.69e-05,4.7168161,1.94459,1.3030345,"general transcription factor IIH subunit 5"
"408","GTF2IRD2","228765_at",2.49e-13,2.56e-14,8.34,21.6460518,0.9,"GTF2I repeat domain containing 2","ILMN_1680501",0.0050616,0.000419,3.9441193,-0.1329,0.6768814,"GTF2I repeat domain containing 2"
"409","GTF3C6","225083_at",6.27e-42,2.42e-44,19.2,90.3521277,1.04,"general transcription factor IIIC subunit 6","ILMN_1691578",0.01533805,0.00213,3.347084,-1.65605,0.8902462,"general transcription factor IIIC subunit 6"
"410","GTPBP8","223486_at",4.56e-13,4.8e-14,8.23,21.0220704,0.958,"GTP binding protein 8 (putative)","ILMN_2393243",0.00031749,5.8e-06,5.44236,3.9415,0.8364737,"GTP binding protein 8 (putative)"
"411","GUF1","218884_s_at",3.15e-20,1.5e-21,11,38.1500291,1.98,"GUF1 homolog, GTPase","ILMN_1696330",0.03088212,0.00574,2.9644726,-2.57192,0.8960594,"GUF1 homolog, GTPase"
"412","GYS1","201673_s_at",6.66e-26,1.67e-27,13.1,51.7773572,2.02,"glycogen synthase 1","ILMN_1711289",0.01265784,0.00161,-3.4515852,-1.39678,-0.7124835,"glycogen synthase 1"
"413","H6PD","221892_at",1.07e-14,9.3e-16,-8.89,24.9227972,-1.18,"hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase","ILMN_1721136",0.0103809,0.0012,-3.5612941,-1.1209,-0.6623135,"hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase"
"414","HDHD3","221256_s_at",2.16e-08,3.88e-09,6.22,9.9031205,0.796,"haloacid dehalogenase like hydrolase domain containing 3","ILMN_1726466",0.00508812,0.000423,-3.9411807,-0.14062,-0.7974167,"haloacid dehalogenase like hydrolase domain containing 3"
"415","HECW2","236089_at",2.98e-05,7.78e-06,-4.61,2.5160765,-0.605,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2","ILMN_1775268",0.01871916,0.00281,3.2415283,-1.91422,0.9212738,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
"416","HIGD1A","242317_at",5.18e-18,3.11e-19,10.2,32.8531279,1.37,"HIG1 hypoxia inducible domain family member 1A","ILMN_1674522",0.01054487,0.00123,3.5518956,-1.14468,1.1630797,"HIG1 hypoxia inducible domain family member 1A"
"417","HINT3","226533_at",6.29e-08,1.19e-08,-6,8.8077859,-1.17,"histidine triad nucleotide binding protein 3","ILMN_1779076",0.02872193,0.00518,3.0054383,-2.47662,0.7118212,"histidine triad nucleotide binding protein 3"
"418","HIST1H2BJ","215779_s_at",0.0016,0.000535,3.53,-1.5082564,0.876,"histone cluster 1, H2bj///histone cluster 1, H2bg","ILMN_1658702",0.00119136,4.74e-05,4.7132389,1.93481,1.0198248,"histone cluster 1, H2bj"
"419","HJURP","218726_at",3.79e-20,1.82e-21,11,37.9559651,1.5,"Holliday junction recognition protein","ILMN_1703906",0.00653435,0.000613,3.8069784,-0.49095,0.7979293,"Holliday junction recognition protein"
"420","HNMT","228772_at",7.39e-07,1.59e-07,-5.47,6.2827744,-0.629,"histamine N-methyltransferase","ILMN_1751789",0.00015258,1.99e-06,5.8128086,4.96234,1.2453684,"histamine N-methyltransferase"
"421","HOOK1","225792_at",4.23e-09,6.99e-10,6.54,11.5824349,0.585,"hook microtubule tethering protein 1","ILMN_1741406",0.03593172,0.00703,2.883843,-2.75737,0.7152501,"hook microtubule tethering protein 1"
"422","HPCAL1","212552_at",4.11e-15,3.44e-16,9.05,25.9069426,0.936,"hippocalcin like 1","ILMN_1764850",0.00449896,0.00035,-4.0089823,0.03785,-0.7779237,"hippocalcin like 1"
"423","HPGD","203913_s_at",0.00241,0.000831,3.4,-1.9189875,0.602,"hydroxyprostaglandin dehydrogenase 15-(NAD)","ILMN_2166457",0.01415316,0.00188,3.393745,-1.54072,1.1928294,"hydroxyprostaglandin dehydrogenase 15-(NAD)"
"424","HS3ST6","239547_at",1.14e-20,5.17e-22,-11.2,39.207103,-2.16,"heparan sulfate-glucosamine 3-sulfotransferase 6","ILMN_1710416",6.268e-05,4.42e-07,-6.339224,6.40251,-1.2660522,"heparan sulfate-glucosamine 3-sulfotransferase 6"
"425","HSF2","209657_s_at",3.55e-13,3.7e-14,-8.28,21.2805806,-0.623,"heat shock transcription factor 2","ILMN_1800311",0.03352799,0.00642,2.9202689,-2.67394,0.7580834,"heat shock transcription factor 2"
"426","HSPA12A","214434_at",8.2e-08,1.57e-08,-5.94,8.5370195,-1,"heat shock protein family A (Hsp70) member 12A","ILMN_2081087",0.00935212,0.00104,3.6156442,-0.98293,0.8516198,"heat shock protein family A (Hsp70) member 12A"
"427","HSPA14","219212_at",5.41e-19,2.96e-20,10.5,35.1892864,0.767,"heat shock protein family A (Hsp70) member 14","ILMN_1797318",0.00018686,2.76e-06,5.6996247,4.65084,1.5620392,"heat shock protein family A (Hsp70) member 14"
"428","HSPA4","211016_x_at",4.99e-29,8.71e-31,14.3,59.2949421,1.36,"heat shock protein family A (Hsp70) member 4","ILMN_1734814",0.01499145,0.00205,3.3610068,-1.62172,0.9086539,"heat shock protein family A (Hsp70) member 4"
"429","HSPB2","205824_at",4.66e-08,8.69e-09,-6.06,9.1142771,-0.804,"heat shock protein family B (small) member 2","ILMN_1671046",0.00238535,0.000139,-4.335498,0.90892,-0.9494403,"heat shock protein family B (small) member 2"
"430","HSPBP1","202415_s_at",2.91e-24,8.85e-26,12.5,47.8268922,1.56,"HSPA (Hsp70) binding protein 1","ILMN_1769902",0.00125872,5.24e-05,-4.6787495,1.84055,-0.7665561,"HSPA (Hsp70) binding protein 1"
"431","HSPH1","208744_x_at",1.68e-17,1.08e-18,9.97,31.621111,1.08,"heat shock protein family H (Hsp110) member 1","ILMN_1712888",0.00643001,0.000599,3.8155129,-0.46879,1.4045676,"heat shock protein family H (Hsp110) member 1"
"432","HYI","221435_x_at",3.01e-16,2.24e-17,-9.49,28.6155265,-0.728,"hydroxypyruvate isomerase (putative)","ILMN_1706660",0.01356158,0.00178,-3.4154534,-1.48682,-0.6660877,"hydroxypyruvate isomerase (putative)"
"433","HYLS1","227687_at",2.09e-19,1.09e-20,10.7,36.1846937,1.14,"HYLS1, centriolar and ciliogenesis associated","ILMN_1747078",0.00333858,0.000228,4.1613069,0.44199,0.6516135,"HYLS1, centriolar and ciliogenesis associated"
"434","IDI1","233014_at",5.26e-14,4.96e-15,-8.61,23.2662205,-0.721,"isopentenyl-diphosphate delta isomerase 1","ILMN_1755075",0.03281184,0.00625,2.9310246,-2.6492,0.6668698,"isopentenyl-diphosphate delta isomerase 1"
"435","IDNK","239086_at",7.73e-07,1.66e-07,-5.46,6.2363087,-0.59,"IDNK, gluconokinase","ILMN_1791306",0.02891873,0.00523,3.0015953,-2.48559,0.5956364,"IDNK, gluconokinase"
"436","IDUA","213723_s_at",0.0128,0.005,2.84,-3.5750687,0.706,"iduronidase, alpha-L-","ILMN_1703041",0.00757216,0.000755,-3.731331,-0.68658,-0.6833367,"iduronidase, alpha-L-"
"437","IER5L","226552_at",3.69e-05,9.77e-06,4.56,2.2974538,0.617,"immediate early response 5 like","ILMN_1755620",0.00074057,2.31e-05,-4.9626875,2.61908,-0.6444854,"immediate early response 5 like"
"438","IFI16","208965_s_at",2.71e-20,1.28e-21,11,38.3040906,0.853,"interferon gamma inducible protein 16","ILMN_1710937",0.00295357,0.000192,4.2230143,0.60687,1.7822848,"interferon gamma inducible protein 16"
"439","IFI27","202411_at",1.93e-35,1.62e-37,16.7,74.719216,2.21,"interferon alpha inducible protein 27","ILMN_2058782",0.00115248,4.53e-05,4.7292003,1.97847,2.4209813,"interferon alpha inducible protein 27"
"440","IFI6","204415_at",1.38e-35,1.13e-37,16.7,75.0758015,3.56,"interferon alpha inducible protein 6","ILMN_1687384",0.00175869,8.72e-05,4.5003163,1.35462,1.7761612,"interferon alpha inducible protein 6"
"441","IFIH1","219209_at",4.17e-39,2.34e-41,18.1,83.5165521,1.93,"interferon induced with helicase C domain 1","ILMN_1781373",0.02227709,0.00359,3.1475758,-2.14062,1.4961139,"interferon induced with helicase C domain 1"
"442","IFIT3","229450_at",1.69e-36,1.26e-38,17.1,77.2577696,2.38,"interferon induced protein with tetratricopeptide repeats 3","ILMN_1701789",0.00180017,9.15e-05,4.483469,1.30891,1.2616743,"interferon induced protein with tetratricopeptide repeats 3"
"443","IFITM1","214022_s_at",2.81e-16,2.07e-17,9.5,28.690035,0.598,"interferon induced transmembrane protein 1","ILMN_1801246",0.04179289,0.00865,2.800471,-2.94604,0.8471206,"interferon induced transmembrane protein 1"
"444","IFNGR1","211676_s_at",1.93e-08,3.44e-09,6.24,10.0194595,0.804,"interferon gamma receptor 1","ILMN_1675939",0.00548832,0.000476,3.8983182,-0.25294,1.1685715,"interferon gamma receptor 1"
"445","IFT20","210312_s_at",8.73e-20,4.36e-21,-10.8,37.0903788,-0.687,"intraflagellar transport 20","ILMN_1753890",4.155e-05,2.29e-07,6.5705779,7.02918,1.3503956,"intraflagellar transport 20"
"446","IL17RE","229401_at",2.46e-20,1.15e-21,-11,38.411143,-1.34,"interleukin 17 receptor E","ILMN_2409876",0.00017346,2.42e-06,-5.7459438,4.77837,-0.7804542,"interleukin 17 receptor E"
"447","IL1RN","216243_s_at",2.89e-10,4.19e-11,7.06,14.3453714,1.7,"interleukin 1 receptor antagonist","ILMN_1774874",0.01338466,0.00175,-3.4216191,-1.47149,-0.9901166,"interleukin 1 receptor antagonist"
"448","IL22RA1","220056_at",6.59e-14,6.3e-15,8.57,23.0301158,0.846,"interleukin 22 receptor subunit alpha 1","ILMN_1666175",0.04209429,0.00875,-2.7961041,-2.95583,-0.6422679,"interleukin 22 receptor subunit alpha 1"
"449","IL34","237046_x_at",1.63e-14,1.45e-15,-8.81,24.4834105,-1.19,"interleukin 34","ILMN_1713686",0.00105173,3.94e-05,-4.7782084,2.11264,-1.9963324,"interleukin 34"
"450","IL36G","220322_at",9.04e-46,2.26e-48,20.8,99.5738522,5.5,"interleukin 36, gamma","ILMN_2158713",0.02771087,0.00491,3.0262037,-2.42804,1.3028448,"interleukin 36, gamma"
"451","IL6ST","234967_at",0.00192,0.000652,-3.47,-1.6930419,-0.68,"interleukin 6 signal transducer","ILMN_1849013",0.02998051,0.0055,2.9818001,-2.5317,1.035688,"interleukin 6 signal transducer"
"452","ING2","213544_at",1.88e-10,2.66e-11,7.14,14.7942458,0.994,"inhibitor of growth family member 2","ILMN_1671265",0.00284418,0.000182,4.2410212,0.65509,1.1144666,"inhibitor of growth family member 2"
"453","INIP","223559_s_at",4.74e-11,6.25e-12,7.4,16.2195181,0.608,"INTS3 and NABP interacting protein","ILMN_1688621",0.01545795,0.00215,3.3430654,-1.66595,0.6349853,"INTS3 and NABP interacting protein"
"454","INPP5A","203006_at",5.45e-21,2.37e-22,-11.3,39.9815282,-0.729,"inositol polyphosphate-5-phosphatase A","ILMN_1664608",0.04817767,0.0105,-2.7215386,-3.12165,-0.6838904,"inositol polyphosphate-5-phosphatase A"
"455","IPO4","218305_at",7.81e-16,6.06e-17,9.33,27.6272878,1.2,"importin 4","ILMN_1798172",0.00751757,0.000747,-3.7352436,-0.67649,-0.7064563,"importin 4"
"456","ISG15","205483_s_at",7.68e-38,5.02e-40,17.6,80.4653435,4.01,"ISG15 ubiquitin-like modifier","ILMN_2054019",0.01153505,0.0014,3.5036028,-1.26642,0.8600667,"ISG15 ubiquitin-like modifier"
"457","ITGB1","1553530_a_at",0.00417,0.00149,-3.23,-2.464717,-0.636,"integrin subunit beta 1","ILMN_1714820",0.00992061,0.00113,3.5839003,-1.06362,1.08335,"integrin subunit beta 1"
"458","ITM2C","221004_s_at",3.9e-11,5.1e-12,-7.43,16.4202844,-1.01,"integral membrane protein 2C","ILMN_2366041",0.03084151,0.00573,-2.9656762,-2.56913,-0.6949633,"integral membrane protein 2C"
"459","ITPKC","213076_at",4.32e-26,1.06e-27,13.2,52.2254339,1.4,"inositol-trisphosphate 3-kinase C","ILMN_1714945",0.02316599,0.00382,-3.1244329,-2.19587,-0.84619,"inositol-trisphosphate 3-kinase C"
"460","ITPR2","202662_s_at",3.1e-09,5.05e-10,-6.6,11.9005959,-0.703,"inositol 1,4,5-trisphosphate receptor type 2","ILMN_1736103",0.0182247,0.00271,3.2558453,-1.87943,1.0093266,"inositol 1,4,5-trisphosphate receptor type 2"
"461","ITSN1","35776_at",1.63e-26,3.87e-28,-13.3,53.2288527,-0.66,"intersectin 1","ILMN_1718769",0.0247529,0.0042,3.0872425,-2.28423,0.6327823,"intersectin 1"
"462","JADE1","225816_at",4.79e-37,3.41e-39,-17.3,78.556969,-1.48,"jade family PHD finger 1","ILMN_1736015",0.01947037,0.00296,-3.2220128,-1.96151,-0.6171611,"jade family PHD finger 1"
"463","JADE2","212660_at",3.59e-13,3.74e-14,-8.27,21.2708674,-0.855,"jade family PHD finger 2","ILMN_1795285",0.00024968,4.07e-06,-5.5645944,4.27869,-1.0166422,"jade family PHD finger 2"
"464","JAM3","212813_at",1.54e-30,2.21e-32,-14.8,62.9519477,-0.751,"junctional adhesion molecule 3","ILMN_1769575",0.02095231,0.0033,-3.1808114,-2.06091,-0.6456269,"junctional adhesion molecule 3"
"465","JAML","228094_at",2.86e-07,5.83e-08,5.68,7.2563888,0.938,"junction adhesion molecule like","ILMN_1778723",0.02746962,0.00484,3.0318363,-2.41484,0.6879555,"junction adhesion molecule like"
"466","KATNB1","203163_at",6.4e-21,2.8e-22,11.3,39.816017,1.48,"katanin regulatory subunit B1","ILMN_1735735",0.00448219,0.000348,-4.0109199,0.04296,-0.8223967,"katanin regulatory subunit B1"
"467","KAZN","229144_at",1.5e-14,1.33e-15,8.83,24.5688671,0.794,"kazrin, periplakin interacting protein","ILMN_1798458",0.01747459,0.00257,-3.2757195,-1.83102,-0.8358931,"kazrin, periplakin interacting protein"
"468","KCTD21","229873_at",8.93e-20,4.47e-21,10.8,37.0655627,2.12,"potassium channel tetramerization domain containing 21","ILMN_1809708",0.01566887,0.0022,3.3349912,-1.68583,0.7110179,"potassium channel tetramerization domain containing 21"
"469","KDELR1","200922_at",0.00647,0.0024,-3.08,-2.9009799,-0.587,"KDEL endoplasmic reticulum protein retention receptor 1","ILMN_2130411",0.01138175,0.00138,-3.5100957,-1.2501,-0.863426,"KDEL endoplasmic reticulum protein retention receptor 1"
"470","KIAA0101","202503_s_at",1.17e-35,9.46e-38,16.8,75.2519191,2.47,"KIAA0101","ILMN_2285996",0.00048316,1.14e-05,5.2068017,3.29156,1.4250509,"KIAA0101"
"471","KIF11","204444_at",1.03e-28,1.87e-30,14.1,58.534973,1.39,"kinesin family member 11","ILMN_2143155",0.00092809,3.29e-05,4.8404383,2.28325,1.2360078,"kinesin family member 11"
"472","KIF14","236641_at",4.26e-32,5.05e-34,15.4,66.7105503,2.49,"kinesin family member 14","ILMN_1808071",0.04410057,0.00932,2.77035,-3.01341,0.6456445,"kinesin family member 14"
"473","KIF20A","218755_at",2.72e-39,1.48e-41,18.2,83.9735906,3.28,"kinesin family member 20A","ILMN_1695658",0.00526942,0.000447,3.9211163,-0.19325,0.8383024,"kinesin family member 20A"
"474","KIF20B","205235_s_at",3.94e-18,2.35e-19,10.2,33.1338975,0.789,"kinesin family member 20B","ILMN_1712452",2.888e-05,9.34e-08,6.8902694,7.88703,1.2171962,"kinesin family member 20B"
"475","KIF21A","231875_at",2.96e-11,3.81e-12,-7.48,16.7056471,-0.97,"kinesin family member 21A","ILMN_1681249",0.00356024,0.000252,4.1257628,0.34731,1.068534,"kinesin family member 21A"
"476","KIF2A","203087_s_at",2.84e-29,4.82e-31,14.4,59.8832461,1.76,"kinesin family member 2A","ILMN_1734476",0.01088346,0.00129,3.5354918,-1.18611,1.0229719,"kinesin family member 2A"
"477","KIF5B","201992_s_at",2.84e-17,1.87e-18,9.88,31.0724214,0.752,"kinesin family member 5B","ILMN_1788160",0.00177779,8.92e-05,4.4926879,1.33392,1.8151699,"kinesin family member 5B"
"478","KIT","205051_s_at",2.44e-25,6.52e-27,-12.9,50.4203501,-0.891,"KIT proto-oncogene receptor tyrosine kinase","ILMN_2229379",0.00800402,0.00082,-3.7013849,-0.76363,-0.6545655,"KIT proto-oncogene receptor tyrosine kinase"
"479","KLHL7","220239_at",5.89e-25,1.66e-26,12.8,49.4929534,2.1,"kelch like family member 7","ILMN_1760792",0.01776858,0.00263,3.2677978,-1.85033,0.8800329,"kelch like family member 7"
"480","KNTC1","206316_s_at",2.91e-14,2.66e-15,8.71,23.8818279,0.889,"kinetochore associated 1","ILMN_1732516",0.00153114,6.97e-05,4.5788356,1.56806,1.4084392,"kinetochore associated 1"
"481","KRCC1","222585_x_at",2.44e-08,4.41e-09,-6.19,9.7773733,-0.594,"lysine rich coiled-coil 1","ILMN_1745620",0.00011998,1.33e-06,5.9534363,5.34864,1.8669758,"lysine rich coiled-coil 1"
"482","KREMEN1","235370_at",1.28e-13,1.26e-14,8.46,22.3412204,1.05,"kringle containing transmembrane protein 1","ILMN_1788936",0.01924834,0.00292,-3.2270246,-1.94938,-0.6012059,"kringle containing transmembrane protein 1"
"483","KRT15","204734_at",3.78e-16,2.84e-17,-9.45,28.3797712,-1.14,"keratin 15","ILMN_1770612",0.04222257,0.0088,-2.7937062,-2.96121,-1.120825,"keratin 15"
